단품코드,단품명,정상가,매출랭킹,온라인랭킹,출고율,온라인비중,누판율,주판율,주간외형매출,inv_반응과,inv_공홈,inv_이랜드몰,inv_무신사,inv_지그재그,inv_네이버,inv_카카오선물하기,inv_amt_공홈,inv_amt_이랜드몰,inv_amt_무신사,inv_amt_지그재그,inv_amt_네이버,inv_amt_카카오선물하기,wh_amt_무신사,wh_amt_지그재그,wh_amt_네이버,wh_무신사,wh_지그재그,wh_네이버,ord_공홈,ord_이랜드몰,ord_무신사,ord_지그재그,ord_네이버,ord_카카오선물하기,daily_공홈,daily_이랜드몰,daily_무신사,daily_지그재그,daily_네이버,daily_카카오선물하기,daily_amt_공홈,daily_amt_이랜드몰,daily_amt_무신사,daily_amt_지그재그,daily_amt_네이버,daily_amt_카카오선물하기,in_qty,cum_qty,wk_qty,_last_date
SPWMG23G01AC070,"맥시 스커트, (AC)Melange Gray, S",19900,7408,7408,1.0,0.7,0.3102,0.0065,19900,0,15,0,13,27,0,0,598500,0,518700,1077300,0,0,518700,957600,0,13,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,143,3,2026-06-24
SPWMG23G01AC075,"맥시 스커트, (AC)Melange Gray, M",18722,3846,3846,0.9922,0.7,0.4375,0.0273,93610,1,0,0,9,25,0,0,0,0,359100,997500,0,0,359100,877800,0,9,22,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,112,7,2026-06-24
SPWMG23G01AC080,"맥시 스커트, (AC)Melange",19900,4244,4244,1.0,0.7,0.4693,0.0162,79600,0,8,0,8,21,0,0,319200,0,319200,837900,0,0,319200,718200,0,8,18,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,145,5,2026-06-24
SPWMG24G9019070,"(QR) 맥시 스커트, (19)Bla",18470,7639,7639,1.0,0.7,0.8333,0.0185,18470,0,0,0,0,0,1,0,0,0,0,0,39900,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,45,1,2026-06-24
SPWMG24G9019075,"(QR) 맥시 스커트, (19)Bla",17910,7725,7725,1.0,0.7,0.9545,0.0227,17910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,42,1,2026-06-24
SPWMG24G90AC075,"(QR) 맥시 스커트, (AC)Mel",0,9999,9999,1.0,0.7,0.95,0.0,0,0,0,0,0,0,1,0,0,0,0,0,39900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,0,2026-06-24
SPWMG25G90AC999,"(QR) 스트라이프 맥시 스커, (A",0,9999,9999,1.0,0.7,0.8125,0.0139,0,0,1,0,0,0,0,0,39900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,117,2,2026-06-24
SPWMG37G9050999,"(QR) 스트라이프 맥시 스커트, (",0,9999,9999,1.0,0.7,0.7027,0.0946,0,0,1,0,0,0,0,0,39900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,52,7,2026-06-24
SPWMG37KG119120,"[키즈] 여아 티어드 스커트 (속바지), (19)Bla",1715,8196,8196,0.6398,0.7,0.0373,0.0373,3430,58,8,10,3,0,10,0,319200,399000,119700,0,399000,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,6,6,2026-06-24
SPWMG37KG119130,"[키즈] 여아 티어드 스커트 (속바지), (19)Bla",5625,8078,8078,0.747,0.7,0.0241,0.0241,11250,63,13,15,3,0,15,0,518700,598500,119700,0,598500,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,6,6,2026-06-24
SPWMG37KG119140,"[키즈] 여아 티어드 스커트 (속바지), (19)Bla",630,8241,8241,0.7963,0.7,0.037,0.037,630,55,14,15,3,0,15,0,558600,598500,119700,0,598500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,10,10,2026-06-24
SPWMG37KG119150,"[키즈] 여아 티어드 스커트 (속바지), (19)Bla",2140,8178,8178,0.8301,0.7,0.0437,0.0437,4280,35,8,10,3,0,10,0,319200,399000,119700,0,399000,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,9,9,2026-06-24
SPWMG37KG119160,"[키즈] 여아 티어드 스커트 (속바지), (19)Bla",0,9999,9999,0.9101,0.7,0.037,0.037,0,17,10,10,3,0,10,0,399000,399000,119700,0,399000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,7,7,2026-06-24
SPWMG37KG1AC120,"[키즈] 여아 티어드 스커트 (, (AC)Melange",6540,8139,8139,0.5763,0.7,0.0169,0.0169,6540,75,9,10,3,0,10,0,359100,399000,119700,0,399000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,3,3,2026-06-24
SPWMG37KG1AC130,"[키즈] 여아 티어드 스커트 (, (AC)Melange",0,9999,9999,0.7582,0.7,0.0205,0.0205,0,59,15,15,3,0,15,0,598500,598500,119700,0,598500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,5,5,2026-06-24
SPWMG37KG1AC140,"[키즈] 여아 티어드 스커트 (, (AC)Melange",630,8242,8242,0.8148,0.7,0.0519,0.0519,630,50,14,15,3,0,15,0,558600,598500,119700,0,598500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,14,14,2026-06-24
SPWMG37KG1AC150,"[키즈] 여아 티어드 스커트 (, (AC)Melange",0,9999,9999,0.7981,0.7,0.0235,0.0235,0,43,10,10,3,0,10,0,399000,399000,119700,0,399000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,5,5,2026-06-24
SPWMG37KG1AC160,"[키즈] 여아 티어드 스커트 (, (AC)Melange",0,9999,9999,0.763,0.7,0.0578,0.0578,0,41,10,10,3,0,10,0,399000,399000,119700,0,399000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,10,10,2026-06-24
SPWPG37A0151085,[COOLTECH] 심리스 경량 힙허,4206,8071,8071,1.0,0.7,0.1702,0.016,12620,0,11,0,21,45,5,0,86900,0,165900,355500,39500,0,7900,355500,0,1,45,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,32,3,2026-06-24
SPWPG37A0151090,[COOLTECH] 심리스 경량 힙허,6829,4764,4764,1.0,0.7,0.2941,0.0343,68290,0,22,1,26,31,18,0,173800,7900,205400,244900,142200,0,0,244900,0,0,31,0,0,0,3,7,0,0,0,0,1,1,0,0,0,0,6710,6710,0,0,408,120,14,2026-06-24
SPWPG37A0151095,[COOLTECH] 심리스 경량 힙허,7093,4027,4027,1.0,0.7,0.3583,0.0604,85120,0,22,0,21,-2,20,0,173800,0,165900,-15800,158000,0,7900,-15800,0,1,-2,0,2,0,4,6,0,0,2,0,0,0,0,0,13260,0,0,0,0,0,480,172,29,2026-06-24
SPWPG37A01S1085,"[COOLTECH] 심리스 경량 힙허거, (S1)Coo",6650,6570,6570,0.9634,0.7,0.4136,0.0366,33250,0,6,0,17,18,0,0,47400,0,134300,142200,0,0,79000,142200,0,10,18,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,79,7,2026-06-24
SPWPG37A01S1090,"[COOLTECH] 심리스 경량 힙허거, (S1)Coo",6823,2955,2955,1.0,0.7,0.583,0.0695,143290,0,13,0,31,3,14,0,102700,0,244900,23700,110600,0,237000,-7900,0,30,-1,0,2,0,7,10,2,0,0,0,0,1,0,0,0,0,0,6710,0,0,446,260,31,2026-06-24
SPWPG37A01S1095,"[COOLTECH] 심리스 경량 힙허거, (S1)Coo",6863,4065,4065,1.0,0.7,0.6588,0.0917,82364,0,2,0,1,0,19,0,15800,0,7900,0,150100,0,7900,0,0,1,0,0,1,1,9,0,1,0,1,0,0,0,0,0,6150,0,0,0,0,0,469,309,43,2026-06-24
SPWPG37A9910085,(QR) [2PACK] [COMFOR,12255,5486,5486,1.0,0.7,0.8333,0.4167,49020,0,0,0,0,1,0,0,0,0,0,12900,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,5,2026-06-24
SPWPG37A9910090,(QR) [2PACK] [COMFOR,8180,7163,7163,1.0,0.7,0.697,0.3333,24540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,23,11,2026-06-24
SPWPG37A9910095,(QR) [2PACK] [COMFOR,11610,7251,7251,1.0,0.7,0.7714,0.2571,23220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,27,9,2026-06-24
SPWPG37A9919085,(QR) [2PACK] [COMFOR,11610,8075,8075,1.0,0.7,0.6875,0.125,11610,0,2,0,0,2,0,0,25800,0,0,25800,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,2,2026-06-24
SPWPG37A9919090,(QR) [2PACK] [COMFOR,8180,7164,7164,1.0,0.7,0.7941,0.3529,24540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,27,12,2026-06-24
SPWPG37A9999085,(QR) [2PACK] [COMFOR,0,9999,9999,1.0,0.7,0.8235,0.0,0,0,0,0,0,1,0,0,0,0,0,12900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,0,2026-06-24
SPWPGA9A1119085,[COMFORT] 여성 심리스 힙허거,6710,7328,7328,0.9995,0.7,0.3228,0.0178,20130,0,15,0,61,40,22,0,118500,0,481900,316000,173800,0,481900,0,0,61,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,6710,0,0,1961,633,35,2026-06-24
SPWPGA9A1119090,[COMFORT] 여성 심리스 힙허거,6837,2355,2355,0.998,0.7,0.3512,0.0187,191450,0,0,0,61,8,2,0,0,0,481900,63200,15800,0,505600,0,0,64,0,0,0,0,4,22,2,0,0,0,3,5,0,0,0,0,20130,33550,0,0,5031,1767,94,2026-06-24
SPWPGA9A1119095,[COMFORT] 여성 심리스 힙허거,6893,1846,1846,1.0,0.7,0.301,0.0181,255060,0,35,0,101,37,1,0,276500,0,797900,292300,7900,0,813700,-31600,0,103,-4,0,0,0,8,28,1,0,0,0,0,4,0,0,0,0,0,26840,0,0,6725,2024,122,2026-06-24
SPWPGA9A1119100,[COMFORT] 여성 심리스 힙허거,6856,3636,3636,1.0,0.7,0.3305,0.0136,102850,0,229,0,110,-2,7,0,1809100,0,869000,-15800,55300,0,876900,-15800,0,111,-2,0,5,0,2,8,0,0,0,0,2,0,0,0,0,0,13420,0,0,0,4418,1460,60,2026-06-24
SPWPGA9A1119105,[COMFORT] 여성 심리스 힙허거,6981,3097,3097,0.8726,0.7,0.2336,0.0177,132650,0,174,0,126,88,25,0,1374600,0,995400,695200,197500,0,995400,244900,0,126,31,0,1,0,0,17,1,0,0,0,0,1,0,0,0,0,0,6710,0,0,1130,264,20,2026-06-24
SPWPGA9A1131085,"[COMFORT] 여성 심리스 힙허,",6710,8134,8134,0.998,0.7,0.1344,0.0075,6710,0,135,0,123,156,26,0,1066500,0,971700,1232400,205400,0,971700,884800,0,123,112,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,269,15,2026-06-24
SPWPGA9A1131090,"[COMFORT] 여성 심리스 힙허,",6829,4765,4765,0.994,0.7,0.2041,0.015,68290,0,6,0,94,38,15,0,47400,0,742600,300200,118500,0,742600,0,0,94,0,0,0,0,0,8,2,0,0,0,0,3,1,0,0,0,0,20130,6710,0,2993,611,45,2026-06-24
SPWPGA9A1131095,"[COMFORT] 여성 심리스 힙허,",7293,3182,3182,0.9965,0.7,0.1781,0.013,123990,0,226,0,131,65,2,0,1785400,0,1034900,513500,15800,0,1034900,173800,0,131,22,0,3,0,1,9,4,0,1,0,0,2,1,0,6710,0,0,13420,7900,0,3768,671,49,2026-06-24
SPWPGA9A1131100,"[COMFORT] 여성 심리스 힙,",7186,6282,6282,0.9871,0.7,0.1487,0.0073,35930,0,170,0,122,60,24,0,1343000,0,963800,474000,189600,0,963800,150100,0,122,19,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334,347,17,2026-06-24
SPWPGA9A1139085,[COMFORT] 여성 심리스 힙허거,6910,8015,8015,1.0,0.7,0.391,0.0128,13820,0,23,0,8,1,30,0,181700,0,63200,7900,237000,0,63200,-7900,0,8,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,61,2,2026-06-24
SPWPGA9A1139090,[COMFORT] 여성 심리스 힙허거,6710,8138,8138,1.0,0.7,0.6238,0.0476,6710,0,2,0,16,1,25,0,15800,0,126400,7900,197500,0,126400,0,0,16,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6710,0,0,210,131,10,2026-06-24
SPWPGA9A1139095,[COMFORT] 여성 심리스 힙허거,6908,4060,4060,1.0,0.7,0.4583,0.0495,82900,0,6,0,31,1,9,0,47400,0,244900,7900,71100,0,244900,0,0,31,0,0,0,0,1,10,1,0,0,0,0,2,0,0,0,0,0,13420,0,0,384,176,19,2026-06-24
SPWPGA9A1139100,[COMFORT] 여성 심리스 힙허거,6710,8137,8137,0.8408,0.7,0.408,0.0597,6710,0,0,0,17,0,34,0,0,0,134300,0,268600,0,134300,0,0,17,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6710,0,0,0,201,82,12,2026-06-24
SPWPGA9A1151085,[COMFORT] 여성 심리스 힙허거,0,9999,9999,0.8882,0.7,0.118,0.0062,0,0,0,0,3,33,3,0,0,0,23700,260700,23700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,19,1,2026-06-24
SPWPGA9A1151090,[COMFORT] 여성 심리스 힙허거,6710,8022,8022,0.8725,0.7,0.1678,0.0336,13420,0,0,0,3,48,3,0,0,0,23700,379200,23700,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,6710,0,0,298,50,10,2026-06-24
SPWPGA9A1151095,[COMFORT] 여성 심리스 힙허거,6710,8021,8021,0.7434,0.7,0.0991,0.0292,13420,0,0,0,3,53,2,0,0,0,23700,418700,15800,0,0,71100,0,0,9,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,6710,0,0,343,34,10,2026-06-24
SPWPGA9A1151100,[COMFORT] 여성 심리스 힙허거,7106,7310,7310,1.0,0.7,0.1534,0.0455,21320,0,0,0,0,27,0,0,0,0,0,213300,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,27,8,2026-06-24
SPWPGA9A1159085,[COMFORT] 여성 심리스 힙허거,0,9999,9999,1.0,0.7,0.094,0.0085,0,0,0,0,0,24,0,0,0,0,0,189600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,11,1,2026-06-24
SPWPGA9A1159090,[COMFORT] 여성 심리스 힙허거,6710,7329,7329,0.8212,0.7,0.1423,0.0255,20130,0,0,0,3,26,3,0,0,0,23700,205400,23700,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,13420,0,0,274,39,7,2026-06-24
SPWPGA9A1159095,[COMFORT] 여성 심리스 힙허거,0,9999,9999,0.709,0.7,0.1102,0.0226,0,0,0,0,3,44,3,0,0,0,23700,347600,23700,0,0,47400,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,39,8,2026-06-24
SPWPGA9A1159100,[COMFORT] 여성 심리스 힙허거,6948,6528,6528,0.7976,0.7,0.081,0.0202,34740,0,0,0,3,39,3,0,0,0,23700,308100,23700,0,0,47400,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,20,5,2026-06-24
SPWPGA9A1184085,[COMFORT] 여성 심리스 힙허거,7900,7959,7959,0.9878,0.7,0.3476,0.0366,15800,0,25,0,19,1,33,0,197500,0,150100,7900,260700,0,150100,0,0,19,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,57,6,2026-06-24
SPWPGA9A1184090,[COMFORT] 여성 심리스 힙허거,6710,6941,6941,0.986,0.7,0.5514,0.0374,26840,0,4,0,20,0,26,0,31600,0,158000,0,205400,0,158000,0,0,20,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,6710,0,214,118,8,2026-06-24
SPWPGA9A1184095,[COMFORT] 여성 심리스 힙허거,7069,4695,4695,0.8995,0.7,0.4768,0.0387,70690,0,0,0,34,4,21,0,0,0,268600,31600,165900,0,268600,0,0,34,0,0,3,0,0,4,3,0,2,0,0,1,1,0,13440,0,0,6710,7900,0,388,185,15,2026-06-24
SPWPGA9A1184100,[COMFORT] 여성 심리스 힙허거,7305,7995,7995,1.0,0.7,0.4531,0.0417,14610,0,5,0,14,0,32,0,39500,0,110600,0,252800,0,126400,0,0,16,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,87,8,2026-06-24
SPWPGA9A11S1085,[COMFORT] 여성 심리스 힙허거,6790,6539,6539,1.0,0.7,0.3113,0.0071,33950,0,7,0,16,3,28,0,55300,0,126400,23700,221200,0,126400,0,0,16,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693,527,12,2026-06-24
SPWPGA9A11S1090,[COMFORT] 여성 심리스 힙허거,6954,3892,3892,1.0,0.7,0.3375,0.0179,90410,0,52,0,116,21,4,0,410800,0,916400,165900,31600,0,924300,-15800,15800,117,-2,2,2,0,0,11,0,0,0,0,0,1,0,0,0,0,0,6710,0,0,5580,1883,100,2026-06-24
SPWPGA9A11S1095,[COMFORT] 여성 심리스 힙허거,6968,1909,1909,1.0,0.7,0.3266,0.0181,243910,0,384,0,107,-1,0,0,3033600,0,845300,-7900,0,0,884800,-15800,0,112,-2,0,6,0,4,25,0,0,0,0,0,2,0,0,0,0,0,13420,0,0,5628,1838,102,2026-06-24
SPWPGA9A11S1100,[COMFORT] 여성 심리스 힙허거,6900,2619,2619,1.0,0.7,0.3795,0.0165,165600,0,32,0,122,6,4,0,252800,0,963800,47400,31600,0,963800,-23700,0,122,-3,0,3,0,4,13,4,0,0,0,4,3,0,0,0,0,26840,20130,0,0,3086,1171,51,2026-06-24
SPWPGA9A11S1105,"[COMFORT] 여성 심리스 힙허,",6710,3214,3214,0.9912,0.7,0.2692,0.0236,120780,0,109,0,124,65,27,0,861100,0,979600,513500,213300,0,979600,31600,0,124,4,0,0,0,0,18,0,0,0,0,0,1,0,0,0,0,0,6710,0,0,1018,274,24,2026-06-24
SPWPGA9A11S2085,"[COMFORT] 여성 심리스 힙,",6710,8135,8135,1.0,0.7,0.3658,0.022,6710,0,8,0,16,4,38,0,63200,0,126400,31600,300200,0,126400,0,0,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,954,349,21,2026-06-24
SPWPGA9A11S2090,"[COMFORT] 여성 심리스 힙,",6710,8136,8136,1.0,0.7,0.4611,0.0256,6710,0,0,0,0,0,3,0,0,0,0,0,23700,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,919,51,2026-06-24
SPWPGA9A11S2095,"[COMFORT] 여성 심리스 힙,",6794,3130,3130,1.0,0.7,0.4225,0.0224,129100,0,0,0,3,0,1,0,0,0,23700,0,7900,0,23700,0,0,3,0,0,0,0,10,9,0,0,0,0,8,0,0,0,0,0,53680,0,0,0,2592,1095,58,2026-06-24
SPWPGA9A11S2100,"[COMFORT] 여성 심리스, (S",6710,5229,5229,0.9962,0.7,0.4375,0.023,53680,0,0,0,23,3,11,0,0,0,181700,23700,86900,0,181700,0,0,23,0,0,0,0,2,6,0,0,0,0,1,0,0,0,0,0,6710,0,0,0,1303,570,30,2026-06-24
SPWPGA9A1219085,[COMFORT] 여성 심리스 사각,10960,8084,8084,1.0,0.7,0.2733,0.0168,10960,0,9,6,33,35,28,0,116100,77400,425700,451500,361200,0,361200,451500,0,28,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1193,326,20,2026-06-24
SPWPGA9A1219090,[COMFORT] 여성 심리스 사각,10435,3600,3600,0.993,0.7,0.2695,0.0146,104352,0,0,9,33,41,23,0,0,116100,425700,528900,296700,0,374100,528900,0,29,41,0,0,2,4,4,0,0,0,0,3,1,0,0,0,0,32880,10960,0,0,3428,924,50,2026-06-24
SPWPGA9A1219095,[COMFORT] 여성 심리스 사각,11785,5528,5528,1.0,0.7,0.2754,0.013,47140,0,0,11,73,-1,19,0,0,141900,941700,-12900,245100,0,786900,-12900,0,61,-1,0,0,1,2,0,1,0,0,0,1,0,1,0,0,0,10960,0,10960,0,4143,1141,54,2026-06-24
SPWPGA9A12S1085,[COMFORT] 여성 심리스 사각,10960,7288,7288,0.9989,0.7,0.3767,0.0289,21920,0,0,7,0,0,3,0,0,90300,0,0,38700,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,900,339,26,2026-06-24
SPWPGA9A12S1090,[COMFORT] 여성 심리스 사각,10228,3642,3642,0.9988,0.7,0.3477,0.0232,102283,0,0,11,0,0,34,0,0,141900,0,0,438600,0,0,0,0,0,0,0,0,5,4,0,1,0,0,0,0,0,1,0,0,0,0,0,10960,0,2416,840,56,2026-06-24
SPWPGA9A12S1095,[COMFORT] 여성 심리스 사각,10260,4876,4876,0.9734,0.7,0.3471,0.0255,61562,0,0,6,3,0,29,0,0,77400,38700,0,374100,0,38700,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,1,0,0,0,0,0,10960,0,2740,951,70,2026-06-24
SPWPGA9A2019085,"[3PACK] 여성 힙허거 팬티, (",10842,2422,2422,0.8438,0.7,0.1495,0.0089,184315,0,259,19,187,223,98,0,3341100,245100,2412300,2876700,1264200,0,2412300,1947900,0,187,151,0,2,2,2,11,0,0,0,0,1,0,0,0,0,0,10960,0,0,0,5479,819,49,2026-06-24
SPWPGA9A2019090,"[3PACK] 여성 힙허거 팬티, (",10579,1054,1054,0.6819,0.7,0.1837,0.0089,465507,0,701,3,202,154,96,0,9042900,38700,2605800,1986600,1238400,0,2631600,954600,25800,204,74,2,4,4,2,33,1,0,0,1,0,10,0,0,0,7890,0,109600,0,0,14727,2705,131,2026-06-24
SPWPGA9A2019095,"[3PACK] 여성 힙허거 팬티, (",11220,474,474,0.5388,0.7,0.1772,0.01,976170,0,1101,0,169,186,119,0,14202900,0,2180100,2399400,1535100,0,2218800,1173900,25800,172,91,2,5,0,11,69,2,0,1,0,3,15,0,0,11610,0,32880,164400,0,0,21918,3883,219,2026-06-24
SPWPGA9A2019100,"[3PACK] 여성 힙허거 팬티, (",11283,794,794,0.9338,0.7,0.6985,0.1348,609300,0,0,0,1,47,30,0,0,0,12900,606300,387000,0,0,490200,0,0,38,0,0,0,2,52,0,0,0,0,0,17,0,0,0,0,0,186320,0,0,408,285,55,2026-06-24
SPWPGA9A2035085,"[3PACK] 여성 힙허거 팬티, (",11107,2898,2898,0.7483,0.7,0.1413,0.0074,144392,0,338,6,206,321,79,0,4360200,77400,2657400,4140900,1019100,0,2670300,2915400,0,207,226,0,2,1,0,9,1,0,0,0,0,0,1,0,0,0,0,0,10960,0,6853,968,51,2026-06-24
SPWPGA9A2035090,"[3PACK] 여성 힙허거 팬티, (",11348,548,548,0.5419,0.7,0.1695,0.0105,851110,0,909,0,194,201,104,0,11726100,0,2502600,2592900,1341600,0,2502600,1199700,0,194,93,0,3,0,10,52,10,0,0,0,0,9,3,0,0,0,0,98640,32880,0,19484,3303,204,2026-06-24
SPWPGA9A2035095,"[3PACK] 여성 힙허거 팬티, (",11087,365,365,0.4736,0.7,0.1604,0.01,1186400,0,1270,0,168,207,72,0,16383000,0,2167200,2670300,928800,0,2244600,941700,0,174,73,0,8,0,8,79,12,0,1,0,4,9,3,0,11610,0,43840,98640,32880,0,26376,4230,263,2026-06-24
SPWPGA9A2035100,"[3PACK] 여성 힙허거 팬티, (",11052,1060,1060,0.8753,0.7,0.6993,0.11,464200,0,0,0,1,38,13,0,0,0,12900,490200,167700,0,0,477300,0,0,37,0,0,0,2,40,0,0,0,0,2,13,0,0,0,0,21920,142480,0,0,409,286,45,2026-06-24
SPWPGA9A2099085,"[3PACK] 여성 힙허거 팬티, (",8640,6530,6530,1.0,0.7,0.6364,0.0331,34560,0,8,0,0,1,19,0,103200,0,0,12900,245100,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,77,4,2026-06-24
SPWPGA9A2099090,"[3PACK] 여성 힙허거 팬티, (",10960,3990,3990,1.0,0.7,0.8242,0.0303,87680,0,0,0,1,1,8,0,0,0,12900,12900,103200,0,12900,0,12900,1,0,1,0,0,5,0,3,0,0,0,3,0,2,0,0,0,32880,0,21920,0,330,272,10,2026-06-24
SPWPGA9A2099095,"[3PACK] 여성 힙허거 팬티, (",11610,8076,8076,1.0,0.7,0.8457,0.002,11610,0,0,0,2,0,9,0,0,0,25800,0,116100,0,64500,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,422,1,2026-06-24
SPWPGA9A20AC085,"[3PACK] 여성 힙허거 팬티, (",10960,7289,7289,1.0,0.7,0.3366,0.099,21920,0,6,0,3,30,3,0,77400,0,38700,387000,38700,0,0,12900,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,10960,0,0,101,34,10,2026-06-24
SPWPGA9A20AC090,"[3PACK] 여성 힙허거 팬티, (",11202,2497,2497,0.6618,0.7,0.2794,0.0858,179240,0,20,0,2,41,3,0,258000,0,25800,528900,38700,0,0,348300,0,0,27,0,0,0,1,15,0,0,0,0,0,4,0,0,0,0,0,43840,0,0,408,114,35,2026-06-24
SPWPGA9A20AC095,"[3PACK] 여성 힙허거 팬티, (",11606,1174,1174,0.7573,0.7,0.407,0.1076,417840,0,20,0,3,76,3,0,258000,0,38700,980400,38700,0,0,954600,0,0,74,0,0,0,0,36,0,0,0,0,0,8,0,0,0,0,0,87680,0,0,511,208,55,2026-06-24
SPWPGA9A2219085,"[6PACK] 여성 힙허거 팬티, (",23310,4710,4710,0.995,0.7,0.0347,0.0074,69930,0,78,0,0,0,308,0,2020200,0,0,0,7977200,0,0,0,7821800,0,0,302,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,403,14,3,2026-06-24
SPWPGA9A2219090,"[6PACK] 여성 힙허거 팬티, (",23310,2401,2401,1.0,0.7,0.0888,0.0111,186480,0,147,0,0,0,510,0,3807300,0,0,0,13209000,0,0,0,13053600,0,0,504,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,721,64,8,2026-06-24
