단품코드,단품명,정상가,매출랭킹,온라인랭킹,출고율,온라인비중,누판율,주판율,주간외형매출,inv_반응과,inv_공홈,inv_이랜드몰,inv_무신사,inv_지그재그,inv_네이버,inv_카카오선물하기,wh_무신사,wh_지그재그,wh_네이버,ord_공홈,ord_이랜드몰,ord_무신사,ord_지그재그,ord_네이버,ord_카카오선물하기
SPRPG24C6110095,"CHARLES 체인자수 반팔티, M, (10)White",26910,6916,6916,0.92,0.7,0.5,0.15,26910,4,1,0,0,-3,0,0,0,0,0,1,0,0,0,0,0
SPRPG24C6110100,"CHARLES 체인자수 반팔티, L, (10)White",0,8430,8430,0.92,0.7,0.5,0.15,-26910,5,1,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0
SPRPG24C6110105,"CHARLES 체인자수 반팔티, XL, (10)Whit",0,9999,9999,0.92,0.7,0.5,0.15,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SPRPG24C6129090,"CHARLES 체인자수 반팔티, S, (29)Burgu",26910,6917,6917,0.92,0.7,0.5,0.15,26910,18,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0
SPRPG24C6129095,"CHARLES 체인자수 반팔티, M, (29)Burgu",0,9999,9999,0.92,0.7,0.5,0.15,0,21,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
SPRPG24C6129100,"CHARLES 체인자수 반팔티, L, (29)Burgu",0,8431,8431,0.92,0.7,0.5,0.15,-26910,11,9,1,0,5,0,0,0,0,0,-1,0,0,0,0,0
SPRPG24C6129105,"CHARLES 체인자수 반팔티, XL, (29)Burg",0,9999,9999,0.92,0.7,0.5,0.15,0,15,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
SPRPG24C6159090,"CHARLES 체인자수 반팔티, S, (59)Navy",0,9999,9999,0.92,0.7,0.5,0.15,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPRPG24C6159095,"CHARLES 체인자수 반팔티, M, (59)Navy",0,9999,9999,0.92,0.7,0.5,0.15,0,16,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
SPRPG24C6159100,"CHARLES 체인자수 반팔티, L, (59)Navy",0,9999,9999,0.92,0.7,0.5,0.15,0,17,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
SPRPG24C6159105,"CHARLES 체인자수 반팔티, XL, (59)Navy",0,9999,9999,0.92,0.7,0.5,0.15,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SPRPG24C6160090,"CHARLES 체인자수 반팔티, S, (60)Charc",0,9999,9999,0.92,0.7,0.5,0.15,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPRPG24C6160095,"CHARLES 체인자수 반팔티, M, (60)Charc",0,9999,9999,0.92,0.7,0.5,0.15,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
SPRPG24C6160100,"CHARLES 체인자수 반팔티, L, (60)Charc",0,9999,9999,0.92,0.7,0.5,0.15,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPRPG24C6160105,"CHARLES 체인자수 반팔티, XL, (60)Char",27060,5190,5190,0.92,0.7,0.5,0.15,54120,5,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0
SPRPG24C6210090,"NANTUCKET 74 반팔티, S, (10)White",0,9999,9999,0.92,0.7,0.5,0.15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPRPG24C6210095,"NANTUCKET 74 반팔티, M, (10)White",19900,7547,7547,0.92,0.7,0.5,0.15,19900,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
SPRPG24C6210100,"NANTUCKET 74 반팔티, L, (10)White",0,9999,9999,0.92,0.7,0.5,0.15,0,3,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
SPRPG24C6210105,"NANTUCKET 74 반팔티, XL, (10)Whit",0,9999,9999,0.92,0.7,0.5,0.15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPRPG24C6229090,"NANTUCKET 74 반팔티, S, (29)Burgu",0,9999,9999,0.92,0.7,0.5,0.15,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SPRPG24C6229095,"NANTUCKET 74 반팔티, M, (29)Burgu",19900,7548,7548,0.92,0.7,0.5,0.15,19900,2,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
SPRPG24C6229100,"NANTUCKET 74 반팔티, L, (29)Burgu",19900,7549,7549,0.92,0.7,0.5,0.15,19900,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
SPRPG24C6229105,"NANTUCKET 74 반팔티, XL, (29)Burg",0,9999,9999,0.92,0.7,0.5,0.15,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
SPRPG24C6259090,"NANTUCKET 74 반팔티, S, (59)Navy",0,9999,9999,0.92,0.7,0.5,0.15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPRPG24C6259095,"NANTUCKET 74 반팔티, M, (59)Navy",0,9999,9999,0.92,0.7,0.5,0.15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPRPG24C6259100,"NANTUCKET 74 반팔티, L, (59)Navy",0,9999,9999,0.92,0.7,0.5,0.15,0,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
SPRPG24C6259105,"NANTUCKET 74 반팔티, XL, (59)Navy",0,9999,9999,0.92,0.7,0.5,0.15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPRPG24C6260090,"NANTUCKET 74 반팔티, S, (60)Charc",19900,7550,7550,0.92,0.7,0.5,0.15,19900,1,0,0,2,5,0,0,0,0,0,0,0,0,1,0,0
SPRPG24C6260095,"NANTUCKET 74 반팔티, M, (60)Charc",19900,6093,6093,0.92,0.7,0.5,0.15,39800,1,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0
SPRPG24C6260100,"NANTUCKET 74 반팔티, L, (60)Charc",19900,7551,7551,0.92,0.7,0.5,0.15,19900,1,1,0,0,-1,0,0,0,0,0,0,0,0,1,0,0
SPRPG24C6260105,"NANTUCKET 74 반팔티, XL, (60)Char",19900,5024,5024,0.92,0.7,0.5,0.15,59700,2,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0
SPRPG24C62AA090,,0,9999,9999,0.92,0.7,0.5,0.15,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
SPRPG24C62AA095,,0,9999,9999,0.92,0.7,0.5,0.15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPRPG24C62AA100,,19900,7552,7552,0.92,0.7,0.5,0.15,19900,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
SPRPG24C62AA105,,19900,7553,7553,0.92,0.7,0.5,0.15,19900,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0
SPRPG24G5015085,,20503,2412,2412,0.92,0.7,0.5,0.15,184530,0,0,0,0,106,7,0,0,0,0,0,0,0,9,0,0
SPRPG24G5015090,,21139,2202,2202,0.92,0.7,0.5,0.15,211390,0,6,0,0,73,5,0,0,0,0,3,0,0,7,0,0
SPRPG24G5015095,,21260,1727,1727,0.92,0.7,0.5,0.15,276380,0,0,0,-1,69,5,0,0,0,0,0,0,0,13,0,0
SPRPG24G5029085,"ALLSTON 레이어드 반팔티, (29)Burgundy",20866,3615,3615,0.92,0.7,0.5,0.15,104330,2,6,1,0,118,29,0,0,0,0,1,0,0,4,0,0
SPRPG24G5029090,"ALLSTON 레이어드 반팔티, (29)Burgundy",21146,1730,1730,0.92,0.7,0.5,0.15,274910,10,4,0,0,54,35,0,0,0,0,3,1,0,8,1,0
SPRPG24G5029095,"ALLSTON 레이어드 반팔티, (29)Burgundy",20495,1783,1783,0.92,0.7,0.5,0.15,266445,0,13,-1,2,4,22,0,0,0,0,1,2,0,10,0,0
SPRPG24G5051085,,19900,6094,6094,0.92,0.7,0.5,0.15,39800,0,0,0,0,79,9,0,0,0,0,0,0,0,2,0,0
SPRPG24G5051090,,19505,3335,3335,0.92,0.7,0.5,0.15,117035,0,0,0,0,40,7,0,0,0,0,1,2,0,3,0,0
SPRPG24G5051095,"ALLSTON 레이어드 반팔티, (51)Light Bl",22815,2239,2239,0.92,0.7,0.5,0.15,205340,6,3,0,0,23,3,0,0,0,0,2,0,0,4,3,0
SPRPG24G5059085,,20337,1925,1925,0.92,0.7,0.5,0.15,244055,0,3,1,-1,84,12,0,0,0,0,3,1,0,8,0,0
SPRPG24G5059090,"ALLSTON 레이어드 반팔티, (59)Navy, M",20941,1637,1637,0.92,0.7,0.5,0.15,293180,0,3,0,1,-6,11,0,0,0,0,4,0,-1,10,1,0
SPRPG24G5059095,"ALLSTON 레이어드 반팔티, (59)Navy, L",21404,1601,1601,0.92,0.7,0.5,0.15,299660,1,1,0,0,-18,27,0,0,0,0,1,0,0,12,1,0
SPRPG24G5110085,"NORTH END 링거 반팔티, (10)White, S",17900,4688,4688,0.92,0.7,0.5,0.15,71600,0,1,0,0,68,30,0,0,0,0,0,0,0,4,0,0
SPRPG24G5110090,"NORTH END 링거 반팔티, (10)White, M",16188,2843,2843,0.92,0.7,0.5,0.15,145697,0,0,1,0,28,23,0,0,0,0,0,1,0,8,0,0
SPRPG24G5110095,"NORTH END 링거 반팔티, (10)White, L",16523,2792,2792,0.92,0.7,0.5,0.15,148710,0,9,0,0,31,25,0,0,0,0,1,0,0,8,0,0
SPRPG24G5129085,"NORTH END 링거 반팔티, (29)Burgundy",15900,7960,7960,0.92,0.7,0.5,0.15,15900,219,6,0,0,52,31,0,0,0,0,0,0,0,1,0,0
SPRPG24G5129090,"NORTH END 링거 반팔티, (29)Burgundy",15335,2417,2417,0.92,0.7,0.5,0.15,184020,199,6,1,0,47,28,0,0,0,0,3,0,0,10,-1,0
SPRPG24G5129095,"NORTH END 링거 반팔티, (29)Burgundy",15890,2358,2358,0.92,0.7,0.5,0.15,190680,45,9,0,3,38,25,0,0,0,0,4,0,0,7,1,0
SPRPG24G5159085,,17500,4006,4006,0.92,0.7,0.5,0.15,87500,0,4,0,0,51,24,0,0,0,0,0,0,0,5,0,0
SPRPG24G5159090,"NORTH END 링거 반팔티, (59)Navy, M",16650,1784,1784,0.92,0.7,0.5,0.15,266400,0,1,0,0,-4,34,0,0,0,0,0,0,0,16,0,0
SPRPG24G5159095,"NORTH END 링거 반팔티, (59)Navy, L",17042,1976,1976,0.92,0.7,0.5,0.15,238600,0,0,1,0,-3,34,0,0,0,0,0,0,0,14,0,0
SPRPG24G5160085,"NORTH END 링거 반팔티, (60)Charcoal",15900,3473,3473,0.92,0.7,0.5,0.15,111300,22,5,0,0,25,9,0,0,0,0,0,0,0,7,0,0
SPRPG24G5160090,"NORTH END 링거 반팔티, (60)Charcoal",16890,1674,1674,0.92,0.7,0.5,0.15,287140,0,4,0,0,-22,14,0,0,0,0,3,0,0,13,1,0
SPRPG24G5160095,"NORTH END 링거 반팔티, (60)Charcoal",16538,1696,1696,0.92,0.7,0.5,0.15,281160,67,0,0,0,17,11,0,0,0,0,3,0,0,11,3,0
SPRPG24G51AA085,"NORTH END 링거, (AA)Light Melang",17233,5348,5348,0.92,0.7,0.5,0.15,51700,30,0,0,0,23,24,0,0,0,0,0,0,0,3,0,0
SPRPG24G51AA090,,16570,5493,5493,0.92,0.7,0.5,0.15,49710,0,1,0,0,-2,26,0,0,0,0,0,0,0,2,1,0
SPRPG24G51AA095,,19100,3822,3822,0.92,0.7,0.5,0.15,95500,0,1,0,0,-1,20,0,0,0,0,0,0,0,5,0,0
SPRPG24G5210085,"BOSTON 슬림핏 반팔티, (10)White, S",16643,2150,2150,0.92,0.7,0.5,0.15,216370,1,10,0,-1,48,0,0,0,0,0,7,0,0,6,0,0
SPRPG24G5210090,,17014,1655,1655,0.92,0.7,0.5,0.15,289240,0,14,1,0,-7,0,0,0,0,0,1,0,0,14,2,0
SPRPG24G5210095,"BOSTON 슬림핏 반팔티, (10)White, L",17962,1442,1442,0.92,0.7,0.5,0.15,341285,1,8,-1,0,-3,0,0,0,0,0,4,1,0,14,0,0
SPRPG24G5229085,"BOSTON 슬림핏 반팔티, (29)Burgundy, ",17910,2912,2912,0.92,0.7,0.5,0.15,143280,1,8,0,0,73,0,0,0,0,0,0,0,0,8,0,0
SPRPG24G5229090,,17910,1586,1586,0.92,0.7,0.5,0.15,304470,0,17,0,0,-7,0,0,0,0,0,2,0,0,15,0,0
SPRPG24G5229095,,17910,1897,1897,0.92,0.7,0.5,0.15,250740,0,17,0,0,-2,0,0,0,0,0,2,0,0,12,0,0
SPRPG24G5233085,"BOSTON 슬림핏 반팔티, (33)Oatmeal Me",16941,1753,1753,0.92,0.7,0.5,0.15,271070,0,24,0,0,62,0,0,0,0,0,4,0,0,12,0,0
SPRPG24G5233090,"BOSTON 슬림핏 반팔티, (33)Oatmeal Me",18052,1875,1875,0.92,0.7,0.5,0.15,252730,4,14,0,0,-2,0,0,0,0,0,0,0,0,13,1,0
SPRPG24G5233095,"BOSTON 슬림핏 반팔티, (33)Oatmeal Me",17910,2489,2489,0.92,0.7,0.5,0.15,179100,5,12,0,0,-1,0,0,0,0,0,0,0,0,10,0,0
SPRPG24G5251085,"BOSTON 슬림핏 반팔티, (51)Light Blue",17910,6483,6483,0.92,0.7,0.5,0.15,35820,11,0,0,0,84,0,0,0,0,0,0,0,0,2,0,0
SPRPG24G5251090,"BOSTON 슬림핏 반팔티, (51)Light Blue",17910,3588,3588,0.92,0.7,0.5,0.15,107460,3,1,0,0,45,0,0,0,0,0,0,0,0,6,0,0
SPRPG24G5251095,"BOSTON 슬림핏 반팔티, (51)Light Blue",17910,3974,3974,0.92,0.7,0.5,0.15,89550,6,0,0,0,32,0,0,0,0,0,0,0,0,5,0,0
SPRPG24G5259085,"BOSTON 슬림핏 반팔티, (59)Navy, S",17910,3975,3975,0.92,0.7,0.5,0.15,89550,1,1,1,-1,58,0,0,0,0,0,0,0,0,5,0,0
SPRPG24G5259090,,18014,1439,1439,0.92,0.7,0.5,0.15,342280,0,0,-1,0,-3,0,0,0,0,0,0,1,0,18,0,0
SPRPG24G5259095,,17910,1027,1027,0.92,0.7,0.5,0.15,483570,0,0,0,0,-3,0,0,0,0,0,4,0,0,23,0,0
SPRPG24G5310085,,21105,1223,1223,0.92,0.7,0.5,0.15,401000,0,4,0,64,92,8,0,0,0,0,3,1,5,8,2,0
SPRPG24G5310090,"BEANTOWN 헨리넥 반팔티, (10)White, M",23156,2404,2404,0.92,0.7,0.5,0.15,185250,1,5,0,49,50,9,0,0,0,0,1,0,0,7,0,0
SPRPG24G5310095,,22013,1243,1243,0.92,0.7,0.5,0.15,396240,0,4,0,18,27,7,0,0,0,0,0,0,6,12,0,0
SPRPG24G5315085,,22236,4813,4813,0.92,0.7,0.5,0.15,66710,0,7,1,71,77,11,0,0,0,0,0,0,0,3,0,0
SPRPG24G5315090,"BEANTOWN 헨리넥 반팔티, (15)Gray, M",22236,3066,3066,0.92,0.7,0.5,0.15,133420,2,5,0,50,22,7,0,0,0,0,0,0,3,3,0,0
SPRPG24G5315095,,22568,2247,2247,0.92,0.7,0.5,0.15,203120,0,3,0,28,5,5,0,0,0,0,0,0,2,6,1,0
SPRPG24G5359085,,22208,1287,1287,0.92,0.7,0.5,0.15,377540,0,0,0,30,53,9,0,0,0,0,0,1,2,13,1,0
SPRPG24G5359090,,22489,1552,1552,0.92,0.7,0.5,0.15,314850,0,0,0,25,-3,8,0,0,0,0,0,1,4,8,1,0
SPRPG24G5359095,"BEANTOWN 헨리넥 반팔티, (59)Navy, L",22400,1373,1373,0.92,0.7,0.5,0.15,358400,0,0,0,1,-2,1,0,0,0,0,0,0,16,0,0,0
SPRPG24G5510085,"ALLSTON 래글런 셔링 반팔티, (10)White,",23310,2398,2398,0.92,0.7,0.5,0.15,186480,13,9,0,0,3,3,0,0,0,0,0,0,0,8,0,0
SPRPG24G5510090,"ALLSTON 래글런 셔링 반팔티, (10)White,",23310,1175,1175,0.92,0.7,0.5,0.15,419580,4,4,0,0,-5,3,0,0,0,0,1,0,0,17,0,0
SPRPG24G5510095,"ALLSTON 래글런 셔링 반팔티, (10)White,",23318,653,653,0.92,0.7,0.5,0.15,722870,10,2,0,-1,-5,3,0,0,0,0,0,1,0,30,0,0
SPRPG24G5529085,"ALLSTON 래글런 셔링 반팔티, (29)Burgun",23390,3336,3336,0.92,0.7,0.5,0.15,116954,48,7,0,-1,38,3,0,0,0,0,1,1,0,3,0,0
SPRPG24G5529090,"ALLSTON 래글런 셔링 반팔티, (29)Burgun",23310,1594,1594,0.92,0.7,0.5,0.15,303030,14,13,0,-1,-2,3,0,0,0,0,1,0,0,12,0,0
SPRPG24G5529095,"ALLSTON 래글런 셔링 반팔티, (29)Burgun",23427,958,958,0.92,0.7,0.5,0.15,515410,11,3,0,0,11,5,0,0,0,0,2,0,0,19,1,0
SPRPG24G7010085,"BOSTON 레터 반팔티, (10)White, S",0,9999,9999,0.92,0.7,0.5,0.15,0,5,1,0,0,23,1,0,0,0,0,0,0,0,0,0,0
SPRPG24G7010090,"BOSTON 레터 반팔티, (10)White, M",15900,6652,6652,0.92,0.7,0.5,0.15,31800,4,1,0,0,33,1,0,0,0,0,0,0,0,2,0,0
SPRPG24G7010095,"BOSTON 레터 반팔티, (10)White, L",16992,4789,4789,0.92,0.7,0.5,0.15,67970,3,0,0,0,46,1,0,0,0,0,1,0,1,1,1,0
SPRPG24G7019085,"BOSTON 레터 반팔티, (19)Black, S",0,9999,9999,0.92,0.7,0.5,0.15,0,1,0,0,5,20,0,0,0,0,0,0,0,0,0,0,0
SPRPG24G7019090,"BOSTON 레터 반팔티, (19)Black, M",13040,8037,8037,0.92,0.7,0.5,0.15,13040,0,1,0,5,20,0,0,0,0,0,1,0,0,0,0,0
SPRPG24G7019095,"BOSTON 레터 반팔티, (19)Black, L",0,9999,9999,0.92,0.7,0.5,0.15,0,2,0,0,5,20,0,0,0,0,0,0,0,0,0,0,0
SPRPG24G7029085,"BOSTON 레터 반팔티, (29)Burgundy, S",16303,4843,4843,0.92,0.7,0.5,0.15,65215,5,5,12,0,13,0,0,0,0,0,1,1,0,2,0,0
SPRPG24G7029090,"BOSTON 레터 반팔티, (29)Burgundy, M",16708,5372,5372,0.92,0.7,0.5,0.15,50125,4,0,25,0,21,0,0,0,0,0,2,1,0,0,0,0
SPRPG24G7029095,"BOSTON 레터 반팔티, (29)Burgundy, L",15953,3811,3811,0.92,0.7,0.5,0.15,95719,10,0,12,0,18,0,0,0,0,0,2,1,0,3,0,0
SPRPG24G7059085,"BOSTON 레터 반팔티, (59)Navy, S",0,9999,9999,0.92,0.7,0.5,0.15,0,54,0,0,7,-1,0,0,0,0,0,0,0,0,0,0,0
SPRPG24G7059090,"BOSTON 레터 반팔티, (59)Navy, M",17233,5347,5347,0.92,0.7,0.5,0.15,51700,106,0,0,10,5,0,0,0,0,0,0,0,1,1,1,0
SPRPG24G7059095,"BOSTON 레터 반팔티, (59)Navy, L",16862,3663,3663,0.92,0.7,0.5,0.15,101175,99,0,0,11,38,0,0,0,0,0,0,2,0,1,3,0
SPRPG24G7064085,"BOSTON 레터 반팔티, (64)Cream, S",19900,7554,7554,0.92,0.7,0.5,0.15,19900,42,0,32,0,24,0,0,0,0,0,0,0,0,1,0,0
SPRPG24G7064090,"BOSTON 레터 반팔티, (64)Cream, M",12985,6107,6107,0.92,0.7,0.5,0.15,38955,64,1,35,0,25,0,0,0,0,0,1,1,0,1,0,0
SPRPG24G7064095,"BOSTON 레터 반팔티, (64)Cream, L",16145,4856,4856,0.92,0.7,0.5,0.15,64580,65,0,30,0,21,0,0,0,0,0,1,1,0,2,0,0
SPRPG24G70AA085,"BOSTON 레터 반팔티, (AA)Light Melan",16060,3799,3799,0.92,0.7,0.5,0.15,96360,173,3,0,3,-1,0,0,0,0,0,2,0,1,3,0,0
SPRPG24G70AA090,"BOSTON 레터 반팔티, (AA)Light Melan",14085,6846,6846,0.92,0.7,0.5,0.15,28170,265,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
SPRPG24G70AA095,"BOSTON 레터 반팔티, (AA)Light Melan",17402,4758,4758,0.92,0.7,0.5,0.15,69610,186,0,0,1,7,0,0,0,0,0,1,1,0,2,0,0
SPRPG24G7110085,"BOSTON 스몰레터 크롭 반팔티, (10)White,",14900,7999,7999,0.92,0.7,0.5,0.15,14900,0,0,0,0,-2,0,0,0,0,0,0,0,0,1,0,0
SPRPG24G7110090,,0,9999,9999,0.92,0.7,0.5,0.15,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
SPRPG24G7110095,"BOSTON 스몰레터 크롭 반팔티, (10)White,",14900,5678,5678,0.92,0.7,0.5,0.15,44700,1,0,0,0,-2,0,0,0,0,0,0,0,1,2,0,0
SPRPG24G7125085,,0,9999,9999,0.92,0.7,0.5,0.15,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPRPG24G7125095,,0,8356,8356,0.92,0.7,0.5,0.15,-13410,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
SPRPG24G7159085,,12910,7078,7078,0.92,0.7,0.5,0.15,25820,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0
SPRPG24G7159090,,14900,6817,6817,0.92,0.7,0.5,0.15,29800,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
SPRPG24G7159095,,14900,8000,8000,0.92,0.7,0.5,0.15,14900,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
SPRPG24G71AA085,,13410,8036,8036,0.92,0.7,0.5,0.15,13410,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SPRPG24G71AA090,,14900,8001,8001,0.92,0.7,0.5,0.15,14900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SPRPG24G9110070,"(QR) 레터 넘버링 오프숄더 반팔티, (10)Whit",0,9999,9999,0.92,0.7,0.5,0.15,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
SPRPG24GY039085,"플라워 헨리넥 반팔티, (39)Ivory, S",19900,4994,4994,0.92,0.7,0.5,0.15,59700,10,8,0,27,46,0,0,0,0,0,0,0,1,1,1,0
SPRPG24GY039090,"플라워 헨리넥 반팔티, (39)Ivory, M",21735,1809,1809,0.92,0.7,0.5,0.15,260830,0,4,0,25,28,0,0,0,0,0,3,0,3,6,0,0
SPRPG24GY039095,,19900,3734,3734,0.92,0.7,0.5,0.15,99500,0,0,0,24,31,4,0,0,0,0,0,0,2,3,0,0
SPRPG24GY059085,"플라워 헨리넥 반팔티, (59)Navy, S",20343,2614,2614,0.92,0.7,0.5,0.15,162750,222,7,0,28,61,0,0,0,0,0,1,1,3,3,0,0
SPRPG24GY059090,"플라워 헨리넥 반팔티, (59)Navy, M",20998,984,984,0.92,0.7,0.5,0.15,503960,61,11,0,17,23,0,0,0,0,0,4,0,7,13,0,0
SPRPG24GY059095,,21566,1827,1827,0.92,0.7,0.5,0.15,258800,0,9,0,15,13,5,0,0,0,0,0,0,5,7,0,0
SPRPG24KG160110,"[키즈][COOL] 여아 그래픽 래글런, (60)Cha",0,9999,9999,0.92,0.7,0.5,0.15,0,6,5,3,2,0,23,0,0,0,0,0,0,0,0,0,0
SPRPG24KG160120,"[키즈][COOL] 여아 그래픽 래글런, (60)Cha",23330,7187,7187,0.92,0.7,0.5,0.15,23330,6,2,0,1,0,6,0,0,0,0,0,0,0,0,1,0
SPRPG24KG160130,"[키즈][COOL] 여아 그래픽 래글런, (60)Cha",23330,5574,5574,0.92,0.7,0.5,0.15,46660,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
SPRPG24KG160140,"[키즈][COOL] 여아 그래픽 래글런, (60)Cha",22620,4791,4791,0.92,0.7,0.5,0.15,67860,4,0,1,0,0,2,0,0,0,0,2,1,0,0,0,0
SPRPG24KG160150,"[키즈][COOL] 여아 그래픽 래글런, (60)Cha",0,9999,9999,0.92,0.7,0.5,0.15,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SPRPG24KG160160,"[키즈][COOL] 여아 그래픽 래글런, (60)Cha",0,9999,9999,0.92,0.7,0.5,0.15,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SPRPG24KG176110,"[키즈][COOL] 여아 그래픽, (76)Light P",23330,7188,7188,0.92,0.7,0.5,0.15,23330,6,1,2,0,0,19,0,0,0,0,0,0,0,0,1,0
SPRPG24KG176120,"[키즈][COOL] 여아 그래픽, (76)Light P",23330,5575,5575,0.92,0.7,0.5,0.15,46660,2,9,1,0,0,18,0,0,0,0,0,0,0,0,2,0
SPRPG24KG176130,,0,9999,9999,0.92,0.7,0.5,0.15,0,0,12,21,1,0,1,0,0,0,0,0,0,0,0,0,0
SPRPG24KG176140,,24186,4541,4541,0.92,0.7,0.5,0.15,72560,0,1,4,0,0,2,0,0,0,0,0,1,0,0,2,0
SPRPG24KG176150,,23330,7189,7189,0.92,0.7,0.5,0.15,23330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
SPRPG24KG176160,"[키즈][COOL] 여아 그래픽, (76)Light P",0,9999,9999,0.92,0.7,0.5,0.15,0,2,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0
SPRPG24KG251120,"[키즈] 여아 링거 반팔티, (51)Light Blue",19900,7331,7331,0.92,0.7,0.5,0.15,19900,4,2,2,0,0,15,0,0,0,0,0,1,0,0,0,0
SPRPG24KG251130,"[키즈] 여아 링거 반팔티, (51)Light Blue",17917,4676,4676,0.92,0.7,0.5,0.15,71670,4,11,1,0,0,23,0,0,0,0,1,0,0,0,3,0
SPRPG24KG251140,"[키즈] 여아 링거 반팔티, (51)Light Blue",0,8386,8386,0.92,0.7,0.5,0.15,-19900,1,0,0,1,0,2,0,0,0,0,0,0,-1,0,0,0
SPRPG24KG251150,"[키즈] 여아 링거 반팔티, (51)Light Blue",17920,7701,7701,0.92,0.7,0.5,0.15,17920,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
SPRPG24KG251160,"[키즈] 여아 링거 반팔티, (51)Light Blue",0,9999,9999,0.92,0.7,0.5,0.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPRPG24KG264120,"[키즈] 여아 링거 반팔티, (64)Cream, 120",0,9999,9999,0.92,0.7,0.5,0.15,0,10,0,0,2,0,18,0,0,0,0,0,0,0,0,0,0
SPRPG24KG264130,"[키즈] 여아 링거 반팔티, (64)Cream, 130",17920,5236,5236,0.92,0.7,0.5,0.15,53760,10,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0
SPRPG24KG264140,"[키즈] 여아 링거 반팔티, (64)Cream, 140",0,9999,9999,0.92,0.7,0.5,0.15,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPRPG24KG264150,"[키즈] 여아 링거 반팔티, (64)Cream, 150",0,9999,9999,0.92,0.7,0.5,0.15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPRPG24KG264160,"[키즈] 여아 링거 반팔티, (64)Cream, 160",0,9999,9999,0.92,0.7,0.5,0.15,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPRPG24KU119110,,17920,7702,7702,0.92,0.7,0.5,0.15,17920,0,1,0,1,0,49,0,0,0,0,0,0,0,0,1,0
SPRPG24KU119120,,0,9999,9999,0.92,0.7,0.5,0.15,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0
SPRPG24KU119130,,17920,7703,7703,0.92,0.7,0.5,0.15,17920,0,0,0,0,0,31,0,0,0,0,0,0,0,0,1,0
SPRPG24KU119140,,12506,6203,6203,0.92,0.7,0.5,0.15,37520,0,2,0,0,0,2,0,0,0,0,2,0,0,0,1,0
