매출랭킹,온라인랭킹,단품코드,단품명,정상가,출고율,누판율,주판율,온라인비중,inv_반응과,inv_공홈,inv_이랜드몰,inv_무신사,inv_지그재그,inv_네이버,inv_카카오선물하기,ord_공홈,ord_이랜드몰,ord_무신사,ord_지그재그,ord_네이버,ord_카카오선물하기,wh_무신사,wh_지그재그,wh_네이버
2410,2410,SPRPG24KU119160,"[키즈][COOL] 링거 반팔티, (",19900,1.0,0.9005,0.0264,0.3,0,0,0,0,0,29,0,0,0,0,0,9,0,,,
2411,2411,SPRLG25U0520105,"[산리오캐릭터즈] 반팔 티셔츠, XL",25900,0.9996,0.8946,0.0312,0.3,0,5,0,38,0,29,0,11,0,7,0,0,0,,,
2412,2412,SPYWG25M0303105,[프리미엄] 릴랙스핏 셔츠 (리넨 1,39900,0.9755,0.6564,0.0429,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2412,2412,SPYWG25W0210090,[프리미엄] 여성 긴팔 셔츠 (리넨,39900,0.9982,0.5894,0.0973,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2414,2414,SPMRGA9A0210095,[COOLTECH] 남성 라운드넥 민,12900,0.9529,0.2774,0.0367,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2415,2415,SPYWG25G0159095,"여성 세미 오버핏 반팔 셔츠, (59",35900,0.9297,0.4577,0.0575,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2416,2416,SPTJG25C4155080,"[COOL] 스트레이트 진, (55)",49900,0.9876,0.5201,0.0588,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2416,2416,SPTJG25G7156075,"[COOL] 여성 커브 진, (56)",49900,1.0,0.5161,0.1452,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2418,2418,SPTRGA9KU699120,[키즈][5PACK] 남아 모달 컬러,25900,1.0,0.2061,0.0687,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2418,2418,SPWPGA9KG699110,[키즈][5PACK] 여아 모달 컬러,25900,1.0,0.2171,0.0592,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2420,2420,SPARG37KG3B7150,"[키즈] (캐치!티니핑6) 여아, (",69900,0.8269,0.1635,0.0481,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2421,2421,SPRLG25KU220160,[키즈] (망그러진곰) 붉은악마 반팔,19900,0.9789,0.4155,0.1127,0.3,0,51,0,28,0,0,0,1,0,0,0,0,0,,,
2422,2422,SPTCG23CY160078,"와이드 워크 팬츠, (60)Charc",49900,0.9935,0.534,0.0518,0.3,0,2,0,25,0,0,0,0,0,2,0,0,0,,,
2422,2422,SPMAGA9KU159999,"[키즈] 비치 가운, (59)Navy",29900,0.732,0.102,0.046,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2422,2422,SPRPGA9C7099100,"[2PACK] (우디) 반팔티, L,",29900,0.6927,0.6089,0.0228,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2425,2425,SPMRGA9A1210095,[COMFORT] 남성 심리스 브이넥,15900,0.9993,0.1937,0.0194,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2426,2426,SPWMG23G01AC080,"맥시 스커트, (AC)Melange",39900,1.0,0.4304,0.0388,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2427,2427,SPTNG24C0155090,"밴딩 쇼츠 (데님), XL, (55)",29900,0.8402,0.3844,0.0667,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2427,2427,SPGMG37CS110105,"[ACTIVE] 쿨 트리코트 티셔츠,",19900,0.9287,0.461,0.0379,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2429,2429,SPWHG23W1119075,"플리츠 미니 스커트, (19)Blac",39900,0.9905,0.5931,0.0249,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2430,2430,SPMTG24C60AC090,"BOSTON 버뮤다 쇼츠, XL, (",35900,0.9779,0.7277,0.0221,0.3,0,1,0,118,27,9,0,0,0,0,0,1,0,,,
2431,2431,SPWPGA9A2219095,"[6PACK] 여성 힙허거 팬티, (",25900,1.0,0.1464,0.0179,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2431,2431,SPWRGA9A1531090,"[COMFORT] 모달 브라렛, (3",25900,0.997,0.1395,0.0326,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2433,2433,SPLOGA9A0251100,[COMFORT] 남성 시어서커 5부,25900,0.9946,0.2811,0.0811,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2434,2434,SPTJG24C5559080,"와이드 밴딩 팬츠 (데님), M, (",39900,1.0,0.7586,0.0463,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2435,2435,SPRNG37G8984090,[BRA-IN] 캡내장 레이스 헨리넥,19900,0.3952,0.1231,0.1058,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2436,2436,SPRLG25U09BF090,"[가나디] 반팔 티셔츠, S, (BF",25900,0.9985,0.8204,0.0387,0.3,0,56,1,45,1,27,0,2,0,5,1,3,0,,,
2436,2436,SPLOGA9A0216110,"[COMFORT] 남성 시어서커 5,",25900,0.9937,0.2893,0.0818,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2438,2438,SPPPG25U1750105,"[개구리 중사 케로로] 반팔 파자마,",39900,0.9953,0.9764,0.033,0.3,0,6,0,1,0,0,0,0,0,0,0,0,0,,,
2439,2439,SPRWG25C0210090,"[수피마코튼] 레귤러핏 반팔티, S,",15900,0.8925,0.4401,0.0325,0.3,0,9,0,35,27,35,0,3,0,1,2,0,0,,,
2439,2439,SPRPG37KU410140,[키즈][COOL] 쿠디 그래픽 반팔,19900,0.9778,0.5492,0.0326,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2441,2441,SPHWG24KU151140,"[키즈] 쿠디 폴로 칼라 반팔티, (",19900,1.0,0.702,0.0296,0.3,0,0,6,1,0,22,0,0,1,0,0,20,0,,,
2442,2442,SPWRGA9A0419095,[COOLTECH] 여성 브라 탱크탑,19900,0.9834,0.3158,0.072,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2443,2443,SPRWGA9A0299105,[2PACK] COOL 루즈핏 반팔티,19900,0.986,0.4574,0.0336,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2444,2444,SPWRGA9KG199150,[키즈][2PACK] 여아 모달 캐미,15900,0.9794,0.4938,0.0384,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2445,2445,SPRNG37G0530090,"골지 민소매 티, (30)Yellow",19900,0.9025,0.0818,0.0314,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2446,2446,SPTCG25G0439070,"여성 와이드 밴딩 팬츠 (레이온),",29900,1.0,0.561,0.2585,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2446,2446,SPKWG37W0351090,"[COOL] 썸머 브이넥 니트, (5",29900,0.1919,0.0384,0.0271,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2446,2446,SPTHG37C0119085,"밴딩 쇼츠 (코튼), L, (19)B",29900,0.997,0.54,0.067,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2449,2449,SPRWG37WS319095,"[소로나] 레귤러핏 반팔티, (19)",19900,0.7128,0.5679,0.064,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2450,2450,SPRNG37G0664090,"헨리넥 민소매 티, (64)Cream",19900,0.6658,0.245,0.0542,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2451,2451,SPRNG24G0159095,"[COMFORT] 펀칭 끈 나시, (",19900,0.9983,0.4476,0.0344,0.3,0,0,0,0,107,5,0,0,0,0,0,0,0,,,
2452,2452,SPMTG23G0219075,[프렌치테리] 벌룬 와이드 스웨트팬츠,39900,0.9814,0.9485,0.011,0.3,0,0,0,0,-4,0,0,0,0,0,0,0,0,,,
2453,2453,SPRLG25U0439100,"[먼작귀] 반팔 티셔츠, L, (39",25900,0.992,0.6655,0.0447,0.3,0,0,0,39,11,16,10,43,0,0,1,0,0,,,
2454,2454,SPWPG37A01S1095,[COOLTECH] 심리스 경량 힙허,7900,1.0021,0.4499,0.1045,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2455,2455,SPWRGA9A1139085,[COMFORT] 심리스 컴포트 브라,19900,0.9261,0.2857,0.1232,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2456,2456,SPRLG25U0199100,"[담곰이] 반팔 티셔츠, L, (99",25900,0.9982,0.488,0.0254,0.3,0,89,0,108,20,68,13,13,0,0,0,1,0,,,
2457,2457,SPTHG24KU349160,"[키즈] 코튼스판 카펜터 쇼츠, (4",35900,0.965,0.4545,0.0315,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2458,2458,SPLOG24KU110110,[키즈] (산리오캐릭터즈) 3부 모달,25900,1.0032,0.706,0.063,0.3,0,0,0,0,0,11,0,1,0,0,0,38,0,,,
2458,2458,SPLOG24KU176140,"[키즈] (산리오캐릭터즈) 3부, (",25900,0.9768,0.3977,0.0965,0.3,0,14,23,4,0,18,0,1,0,0,0,7,0,,,
2458,2458,SPTHG37KU460120,[키즈] 카고 버뮤다 쇼츠 (나일론),25900,1.0,0.7733,0.0814,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2461,2461,SPRLG37U38CH105,[가나디] 반팔 티셔츠 (SPRLG2,25900,0.7098,0.1153,0.0774,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2462,2462,SPRPG24G5310095,"BEANTOWN 헨리넥 반팔티, (1",29900,0.9981,0.7514,0.0394,0.3,0,6,0,24,55,7,0,2,0,1,5,0,0,,,
2463,2463,SPMZG23G0285085,"여성 와플 후드 집업, (85)Bro",49900,0.9944,0.8318,0.0089,0.3,0,0,0,5,-1,10,0,0,0,1,0,2,0,,,
2464,2464,SPTHG26C0119085,"사선 카고 버뮤다 쇼츠, L, (19",49900,0.7578,0.1782,0.0531,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2465,2465,SPLOG24KU235140,[키즈] (망그러진곰) 7부 모달 실,29900,1.0,0.4895,0.0594,0.3,0,1,8,3,0,15,0,8,1,0,0,7,0,,,
2466,2466,SPPPG25U1525105,"[포켓몬] 반팔 파자마, XL, (2",39900,0.9094,0.6575,0.0354,0.3,0,44,0,1,0,0,0,13,0,0,0,0,0,,,
2467,2467,SPTNG25KG117150,"[키즈] 여아 버뮤다 데님 쇼츠, (",29900,1.0,0.769,0.0604,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2468,2468,SPRSG24KU125110,[키즈] 쿠디 폴로 칼라 스트라이프,29900,1.0028,0.8867,0.0255,0.3,0,1,0,0,0,23,0,1,0,0,0,2,0,,,
2469,2469,SPTNG24C0117095,"밴딩 쇼츠 (데님), XXL, (17",29900,1.0,0.7011,0.0608,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2469,2469,SPMTG37G0385080,"와플 쇼츠, (85)Brown, L",29900,1.0,0.3796,0.0347,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2471,2471,SPYWG25W0210085,[프리미엄] 여성 긴팔 셔츠 (리넨,39900,0.9935,0.6732,0.0703,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2472,2472,SPJJG23C0335095,[3-LAYER] 테크니컬 윈드브레이,69900,0.9643,0.3957,0.0321,0.3,0,8,0,58,32,39,0,0,0,1,0,0,0,,,
2472,2472,SPJJG23C0359100,[3-LAYER] 테크니컬 윈드브레이,69900,0.9778,0.7556,0.0533,0.3,0,9,0,0,6,13,0,0,0,0,0,3,0,,,
2474,2474,SPRLG25U0510105,"[산리오캐릭터즈] 반팔 티셔츠, XL",25900,0.9407,0.4112,0.0236,0.3,0,235,0,311,0,47,30,10,0,5,0,0,0,,,
2475,2475,SPKNG37G0120090,"스캘럽 헨리넥 나시, (20)Red,",25900,0.9803,0.4521,0.0516,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2476,2476,SPTAG25W0160075,"[COOL] 앵클 와이드 슬랙스, (",39900,0.9762,0.2169,0.0423,0.3,0,1,0,10,17,19,0,1,0,0,0,0,0,,,
2477,2477,SPRPG24G5315085,"BEANTOWN 헨리넥 반팔티, (1",29900,0.9866,0.3753,0.0367,0.3,0,1,0,43,86,12,0,1,0,0,0,0,0,,,
2478,2478,SPRLG23U0259095,"[한교동] 래글런 반팔 티셔츠, M,",35900,0.9635,0.7923,0.0652,0.3,0,21,0,65,0,0,0,4,0,1,0,0,0,,,
2479,2479,SPWHG23W1119070,"플리츠 미니 스커트, (19)Blac",39900,0.999,0.5436,0.0322,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2480,2480,SPRPG25KG219130,[키즈] ALLSTON 레이어드 반팔,25900,1.0,0.4691,0.0515,0.3,0,6,8,5,0,1,0,1,0,-1,0,0,0,,,
2481,2481,SPRSG24KU1AC160,"[키즈] 쿠디 폴로 칼라 스트라, (",29900,1.0,0.6069,0.0344,0.3,0,16,0,0,0,25,5,3,0,0,0,11,0,,,
2482,2482,SPTHG37KU219110,"[키즈] 4.5부 쇼츠 (나일론),",19900,0.9828,0.5559,0.0688,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2483,2483,SPWJG23G0155070,"데님 맥시 스커트, (55)Indig",49900,1.0,0.6771,0.0421,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2484,2484,SPRLG25U1120110,"[포켓몬] 반팔 티셔츠, XXL, (",25900,0.9435,0.5043,0.0696,0.3,0,13,0,16,0,17,2,0,0,0,0,0,0,,,
2485,2485,SPJJG25GS110085,"라이트 블루종, (10)White,",49900,0.9955,0.817,0.0268,0.3,0,0,0,0,6,2,0,4,0,0,0,4,0,,,
2485,2485,SPTAG25W1203070,"데님라이크 와이드 슬랙스, (03)D",49900,0.6769,0.2115,0.0558,0.3,0,8,0,0,3,3,0,0,0,0,0,0,0,,,
2485,2485,SPTCG25C0319082,"[COOL] 벌룬 와이드 코튼 팬츠,",49900,0.8752,0.4056,0.0702,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2485,2485,SPTHG25G0139075,"저지 버뮤다 팬츠, (39)Ivory",49900,0.9438,0.0622,0.0502,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2485,2485,SPTJG23C5155074,"와이드 진, (55)Indigo, 7",49900,1.0051,0.7783,0.0169,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2485,2485,SPTJG23G6117064,"부츠컷 진, (17)Dark Gray",49900,0.9967,0.8429,0.0115,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2485,2485,SPTJG25C2156078,"[COOL] 테이퍼드 진, (56)L",49900,0.9982,0.478,0.0635,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2485,2485,SPTJG25C2157090,"[COOL] 테이퍼드 진, (57)D",49900,0.9983,0.5076,0.0509,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2485,2485,SPTJG25C4117080,"[COOL] 스트레이트 진, (17)",49900,0.9942,0.305,0.0444,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2485,2485,SPTJG25G3256070,"경량 절개 와이드 팬츠, (56)Li",49900,0.7269,0.2323,0.0817,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2485,2485,SPTJG25G7156064,"[COOL] 여성 커브 진, (56)",49900,0.9685,0.2776,0.0852,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2485,2485,SPWHG25G9110075,"(QR) 카고 미디 스커트, (10)",49900,1.0,0.2632,0.2632,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2485,2485,SPWHG25W0110080,"더블 플리츠 롱 스커트, (10)Wh",49900,0.9259,0.3672,0.0621,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2485,2485,SPAKGA9A8385999,"3WAY 아웃포켓 백팩, (85)Br",49900,0.9333,0.3267,0.0433,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2485,2485,SPAKGA9KG4G4999,"[키즈] 글로시 데이 백팩, (G4)",49900,0.75,0.072,0.0035,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2485,2485,SPBWG37W0219095,"(QR) 레이어드 시스루 블라우스,",49900,0.849,0.2584,0.0436,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2485,2485,SPOWG37G9010085,"(QR) 절개 롱 원피스, (10)W",49900,1.0,0.3385,0.1042,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2485,2485,SPTJGA9G5156067,"롱 와이드 진, (56)Light I",49900,0.9907,0.8517,0.0121,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2485,2485,SPYJG37C01VB095,"웨스턴 반팔 데님 셔츠, M, (VB",49900,0.9941,0.5706,0.0441,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2504,2504,SPCKG25G5095085,"(릴리베어) 케이블 카디건, (95)",39900,0.9942,0.6738,0.0471,0.3,0,18,0,5,5,5,0,0,0,0,3,0,0,,,
2504,2504,SPJJG23G0110090,"오버핏 스티치 윈드브레이커, (10)",59900,1.0,0.7221,0.0167,0.3,0,39,0,9,7,12,0,0,0,0,4,5,0,,,
2504,2504,SPPPG25KU451160,"[키즈] (포켓몬) 반짝이는 반팔,",39900,0.9916,0.8159,0.0279,0.3,0,1,1,2,0,10,0,10,3,0,0,19,0,,,
2504,2504,SPPPG25U0130110,"[산리오캐릭터즈] 반팔 파자마, XX",39900,1.0,0.7638,0.0343,0.3,0,4,0,3,33,13,0,13,0,0,0,4,1,,,
2504,2504,SPPPG25U0640090,"[가나디] 반팔 파자마, S, (40",39900,0.9341,0.7194,0.0659,0.3,0,2,0,21,6,0,3,21,0,-1,0,0,0,,,
2504,2504,SPPPG25U0740095,[다마고치] Y2K 패치워크 반팔 파,39900,0.8961,0.777,0.0101,0.3,0,9,0,14,66,43,18,12,0,9,3,0,0,,,
2504,2504,SPTAG23W1260075,"[스트레치] 부츠컷 밴딩 슬랙스, (",39900,0.9868,0.5357,0.0376,0.3,0,21,0,5,4,8,0,0,0,0,1,0,0,,,
2504,2504,SPTAG25W0319078,"[COOL] 스트레이트 슬랙스, (1",39900,0.8969,0.3833,0.0603,0.3,0,0,0,4,24,30,0,0,1,0,3,0,0,,,
2504,2504,SPTCG25C1235075,"와이드 파라슈트 팬츠 (나일론), S",39900,0.997,0.8422,0.0379,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2504,2504,SPTCG25C1235090,"와이드 파라슈트 팬츠 (나일론), X",39900,0.9764,0.6199,0.0405,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2504,2504,SPTCG25C1419080,[ACTIVE] 스트레치 카고 조거,39900,1.0,0.4851,0.0597,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2504,2504,SPTJG24KU155130,"[키즈] 쿨 경량 세미와이드 진, (",39900,0.9956,0.6372,0.0265,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2504,2504,SPYCG25C0650110,"롤업 반팔 체크 셔츠, XXL, (5",39900,1.0,0.8618,0.0522,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2504,2504,SPYJG24G0155080,"릴랙스핏 반팔 데님 셔츠, (55)I",39900,1.0,0.7663,0.0337,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2504,2504,SPYWG25W0250085,[프리미엄] 여성 긴팔 셔츠 (리넨,39900,0.9983,0.6089,0.0669,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2504,2504,SPYWG25W0288085,[프리미엄] 여성 긴팔 셔츠 (리넨,39900,0.9973,0.4784,0.073,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2504,2504,SPJJG37C0335090,"시어서커 체크 윈드브레이커, S, (",39900,1.0,0.7011,0.0345,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2504,2504,SPTCGA9GS135080,"앵클 와이드 밴딩 팬츠, (35)Be",39900,1.0,0.5034,0.034,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2504,2504,SPTNG37KU156150,"[키즈] 데님 버뮤다 쇼츠, (56)",39900,0.9981,0.91,0.0142,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2523,2523,SPLOG24KG176120,"[키즈] (캐치!티니핑6) 3부, (",25900,0.9825,0.7424,0.0655,0.3,0,0,5,8,0,5,0,0,2,0,0,0,0,,,
2523,2523,SPRLG25U0919100,"[가나디] 반팔 티셔츠, L, (19",25900,0.9984,0.6802,0.0172,0.3,0,159,0,120,22,65,1,2,0,5,0,2,7,,,
2523,2523,SPRLG37U3710090,[짱구] 반팔 티셔츠 (SPRLG25,25900,0.9841,0.3694,0.1258,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2526,2526,SPMZG23G0252095,"여성 와플 후드 집업, (52)Dar",49900,0.9964,0.9383,0.0063,0.3,0,0,0,1,1,1,0,0,0,0,0,0,0,,,
2527,2527,SPAKG25U0420999,[먼작귀] 먼가 작고 귀여운 여름 비,19900,0.8127,0.304,0.0358,0.3,0,236,0,71,0,0,0,70,0,28,0,0,0,,,
2527,2527,SPYCG23G0585095,"여성 오버핏 체크 셔츠, (85)Br",39900,0.9935,0.5871,0.0409,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2527,2527,SPGMG37CS160105,"[ACTIVE] 쿨 트리코트 티셔츠,",19900,1.0,0.7572,0.0636,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2530,2530,SPRPG25KG419130,[키즈] 여아 BOSTON 레이어드,29900,1.0,0.7182,0.0884,0.3,0,2,2,3,0,0,0,3,0,0,0,0,0,,,
2531,2531,SPKWG37G0175095,"캡소매 헨리넥 니트, (75)Purp",35900,0.7624,0.3663,0.095,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2532,2532,SPPPG25U1720100,"[개구리 중사 케로로] 반팔 파자마,",39900,0.996,0.9921,0.0237,0.3,0,4,0,2,0,0,0,0,0,0,0,0,0,,,
2533,2533,SPRLG25U0810095,"[몰티즈] 반팔 티셔츠, M, (10",25900,1.0,0.6332,0.1055,0.3,0,5,0,17,3,19,10,13,0,1,2,0,0,,,
2534,2534,SPMTG23G0219080,[프렌치테리] 벌룬 와이드 스웨트팬츠,39900,0.9918,0.9033,0.0177,0.3,0,0,0,0,-1,0,0,0,0,0,0,0,0,,,
2535,2535,SPRWGA9A0110110,"[2PACK] 코튼 레귤러핏 반팔티,",15900,0.961,0.6028,0.0165,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2536,2536,SPRNG24G0259090,"[BRA-IN] 골지 민소매 티, (",19900,0.9904,0.6962,0.1244,0.3,0,1,0,10,8,5,0,1,0,0,4,1,0,,,
2536,2536,SPTRGA9KU599160,[키즈][COOLTECH][2PACK,9900,0.7403,0.2804,0.0505,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2538,2538,SPTMG25KG1AC150,"[키즈] 3.5부 레이스 팬츠, (A",25900,0.9857,0.5293,0.0508,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2539,2539,SPTJG25C5256082,"[COOL] 벌룬 와이드 진, (56",49900,0.8322,0.2637,0.0548,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2540,2540,SPMTG23C6460085,"카모 버뮤다 쇼츠, L, (60)Ch",39900,0.6626,0.6195,0.0066,0.3,0,0,0,17,8,0,0,1,0,4,0,0,0,,,
2541,2541,SPKWG37G0119090,"캡소매 헨리넥 니트, (19)Blac",35900,0.9879,0.5793,0.119,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2542,2542,SPTNG25KG156160,"[키즈] 여아 버뮤다 데님 쇼츠, (",29900,0.943,0.5638,0.0397,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2543,2543,SPTNG25KG117140,"[키즈] 여아 버뮤다 데님 쇼츠, (",29900,0.9985,0.7376,0.0554,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2544,2544,SPJJG23C1150105,"[UV차단] 배색 윈드브레이커, XL",59900,0.9943,0.5886,0.0286,0.3,0,11,0,11,7,2,0,-1,0,1,0,0,0,,,
2545,2545,SPKWG24G0139085,"[COOL] 썸머 케이블 반팔니트,",29900,0.9992,0.4992,0.0413,0.3,0,18,0,45,48,203,0,1,0,0,1,4,0,,,
2545,2545,SPBNG37W0135085,"민소매 백버튼 블라우스 (나일론),",29900,1.0223,0.4789,0.0968,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2547,2547,SPRPG37G7210085,[COOL] BOSTON 심플레터 반,19900,0.6495,0.4329,0.0663,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2547,2547,SPRPG37G72AA090,"[COOL] BOSTON, (AA)L",19900,0.9841,0.6097,0.0868,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2549,2549,SPRPG24KG160160,[키즈][COOL] 여아 그래픽 래글,25900,0.9861,0.8388,0.0277,0.3,0,0,0,0,0,19,0,0,1,0,0,17,0,,,
2550,2550,SPMZG23G02AC095,"여성 와플 후드 집업, (AC)Mel",49900,0.9945,0.9245,0.0074,0.3,0,0,-1,5,-4,2,0,0,0,0,0,0,0,,,
2551,2551,SPWRGA9A2035090,[COMFORT] 여성 모달 브라 캐,19900,0.9912,0.4813,0.0257,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2552,2552,SPPPG25U0476095,"[담곰이] 엄청 시원하담곰 반팔 파,",39900,0.8435,0.1214,0.0138,0.3,0,111,0,123,62,88,32,5,0,1,2,1,0,,,
2553,2553,SPTJG25C2157086,"[COOL] 테이퍼드 진, (57)D",49900,1.0,0.4978,0.0507,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2554,2554,SPJJG23G0110085,"오버핏 스티치 윈드브레이커, (10)",59900,0.9987,0.7698,0.0147,0.3,0,46,1,44,8,5,0,0,0,0,5,4,0,,,
2555,2555,SPCKG23W0179085,"[소프트얀] 여성 라운드넥 카디건,",35900,1.0088,0.9177,0.0036,0.3,0,1,0,-2,157,3,0,0,0,0,6,0,0,,,
2556,2556,SPRNG37G8059090,(QR) [BRA-IN] 레이어드 나,29900,0.7401,0.2421,0.0893,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2557,2557,SPWHG25KG151130,"[키즈] 체크 캉캉 스커트 (속바지,",39900,0.9901,0.6391,0.0828,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2558,2558,SPPPG25U0575110,[먼작귀] 먼가 작고 귀여운 여름 반,39900,0.9593,0.661,0.0373,0.3,0,1,0,13,15,49,0,0,1,3,0,2,0,,,
2558,2558,SPPPG25U0725105,[다마고치] Y2K 패치워크 반팔 파,39900,0.8273,0.2135,0.0292,0.3,0,99,0,41,29,21,8,5,0,3,0,0,0,,,
2558,2558,SPTCG24W9119075,"(QR) 밴딩 팬츠, (19)Blac",39900,0.9285,0.6423,0.0982,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2558,2558,SPYJG24G0155100,"릴랙스핏 반팔 데님 셔츠, (55)I",39900,1.0,0.4524,0.0456,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
