매출랭킹,온라인랭킹,단품코드,단품명,정상가,출고율,누판율,주판율,온라인비중,inv_반응과,inv_공홈,inv_이랜드몰,inv_무신사,inv_지그재그,inv_네이버,inv_카카오선물하기,ord_공홈,ord_이랜드몰,ord_무신사,ord_지그재그,ord_네이버,ord_카카오선물하기,wh_무신사,wh_지그재그,wh_네이버
158,158,SPPPG25KU335140,[키즈] (망그러진곰) 망고미 반팔,39900,0.9334,0.5071,0.0494,0.3,0,171,198,3,0,244,15,14,1,0,0,39,1,,,
159,159,SPTRGA9KU799130,[키즈][5PACK] 남아 모달 컬러,25900,1.0,0.5101,0.1166,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
160,160,SPWRGA9A11S1090,[COMFORT] 심리스 컴포트 브라,19900,0.9431,0.6085,0.0538,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
161,161,SPMRGA9KU110150,"[키즈] [2PACK] 모달 탱크탑,",15900,0.8421,0.4605,0.071,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
162,162,SPWPGA9KG799140,[키즈][5PACK] 여아 모달 컬러,25900,0.9976,0.7042,0.1809,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
163,163,SPYCG25C0659095,"롤업 반팔 체크 셔츠, M, (59)",39900,1.0,0.7978,0.0888,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
164,164,SPCKG37G02AC090,"[COOL] 썸머 골지 카디건 (S,",29900,0.4841,0.0654,0.0461,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
165,165,SPRPG37G5410070,레터 넘버링 오프숄더 반팔티 (SPR,29900,0.8262,0.579,0.2286,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
166,166,SPYWG37W0184095,"시스루 셔츠, (84)Mint, L",39900,1.0,0.7132,0.1287,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
167,167,SPCKG24G0133100,"[COOL] 썸머 카디건, (33)O",29900,1.0045,0.8428,0.0793,0.3,0,5,0,0,104,13,0,0,0,0,124,0,0,,,
168,168,SPYCG37C0160100,"오버핏 체크 셔츠, L, (60)Ch",39900,0.9976,0.7871,0.0952,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
169,169,SPPPG25U0110100,"[산리오캐릭터즈] 반팔 파자마, L,",39900,0.9552,0.6714,0.0446,0.3,0,31,0,82,43,186,1,27,0,10,2,17,1,,,
170,170,SPJJG37U0349105,[마이페이브아카이브] 라이트 패커블,59900,0.5973,0.1879,0.1879,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
171,171,SPPPG37U0750105,"[호빵맨] 반팔 파자마, XL, (5",39900,1.0,0.9387,0.2903,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
172,172,SPTCG25G0110067,"[COOL] 와이드 코튼 팬츠, (1",49900,0.9921,0.9182,0.0896,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
173,173,SPYCG25G5159090,"체크 슬림핏 반팔 셔츠, (59)Na",39900,0.9882,0.8555,0.1126,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
174,174,SPPPG25KU125140,[키즈] (산리오캐릭터즈) 반팔 파자,39900,0.999,0.5142,0.0471,0.3,0,60,115,3,0,97,13,7,3,0,0,41,0,,,
175,175,SPJJG37G0284095,[ACTIVE] 라이트 시어 후드 크,39900,1.0299,0.8989,0.0571,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
176,176,SPPPG25U0550095,[먼작귀] 먼가 작고 귀여운 여름 반,39900,0.9616,0.751,0.0432,0.3,0,121,0,109,109,60,1,61,0,3,4,12,0,,,
177,177,SPPPG37U0775105,"[호빵맨] 반팔 파자마, XL, (7",39900,1.0,0.9532,0.301,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
178,178,SPPPG25KU451140,"[키즈] (포켓몬) 반짝이는 반팔,",39900,0.9915,0.5458,0.0619,0.3,0,26,80,7,0,102,1,6,4,0,0,42,1,,,
179,179,SPRWG37G0185085,"[코튼스판] 캡소매 절개 반팔티, (",25900,0.8211,0.5451,0.0596,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
180,180,SPJKG25W0119095,"벨티드 반팔 재킷, (19)Black",69900,0.5173,0.2886,0.041,0.3,0,20,0,29,102,43,0,0,0,0,3,1,0,,,
180,180,SPTJG25G5159075,"[COOL] 롱 와이드 진, (59)",49900,0.9983,0.5541,0.1248,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
182,182,SPKWG24G0239095,"[COOL] 보트넥 루즈핏 니트, (",35900,1.0,0.6469,0.1302,0.3,0,3,0,43,92,9,0,1,0,0,10,0,0,,,
183,183,SPJJG37G0225085,[ACTIVE] 라이트 시어 후드 크,39900,0.9973,0.8931,0.0749,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
184,184,SPCKG37G0133095,"[COOL] 썸머 카디건 (S, (3",29900,0.3356,0.0961,0.0747,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
185,185,SPJJG25C0916105,[UV차단] 라이트 패커블 윈드브레이,39900,0.9917,0.5926,0.0458,0.3,0,32,1,176,57,50,0,9,0,13,1,18,0,,,
186,186,SPPPG37KU350160,"[키즈] (토이스토리) 반팔 파자마,",39900,0.7149,0.1114,0.1114,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
187,187,SPYCG25G5119095,"체크 슬림핏 반팔 셔츠, (19)Bl",39900,1.0242,0.8597,0.1145,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
188,188,SPPPG25KU431120,"[키즈] (포켓몬) 반짝이는 반, (",39900,0.9916,0.7157,0.0719,0.3,0,20,63,5,0,147,1,12,2,1,0,21,1,,,
189,189,SPPPG37U0835095,"[호빵맨] 하프 팬츠 파자마, M,",29900,1.0,0.9494,0.3316,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
190,190,SPRWG37G0139085,"[코튼스판] 캡소매 절개 반팔티, (",25900,0.6247,0.2756,0.0296,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
191,191,SPCKG24G0159085,"[COOL] 썸머 카디건, (59)N",29900,0.9981,0.6871,0.1171,0.3,0,0,0,0,196,0,0,0,1,0,13,0,0,,,
192,192,SPTJG25G5159070,"[COOL] 롱 와이드 진, (59)",49900,1.0,0.6824,0.1412,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
193,193,SPRWG37G0135090,"[코튼스판] 캡소매 절개 반팔티, (",25900,0.9396,0.4538,0.0454,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
194,194,SPRWG37G3085090,레이어드 셔링 반팔티 (SPRWG25,25900,1.0,0.5934,0.4297,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
195,195,SPTCG25G1219075,"벌룬 와이드 팬츠 (나일론), (19",39900,0.9862,0.7822,0.0798,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
196,196,SPMTG37G0219080,[에어비스코스] 골지 롱 와이드 팬츠,29900,0.7619,0.4545,0.0463,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
197,197,SPRWG37G3060085,레이어드 셔링 반팔티 (SPRWG25,25900,0.9988,0.4733,0.3629,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
198,198,SPPPG37U1230095,[마이페이브아카이브] 레오파드 슬립,39900,0.3822,0.1242,0.1242,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
199,199,SPMTG26C02AA085,"[COOL] 원턱 버뮤다, L, (A",29900,0.9522,0.6884,0.1359,0.3,0,0,0,205,77,13,0,0,0,8,0,5,0,,,
200,200,SPJJG37C0219100,[ACTIVE] 라이트 시어 윈드브레,39900,0.9991,0.7396,0.089,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
201,201,SPTJG25G5159064,"[COOL] 롱 와이드 진, (59)",49900,0.9985,0.6901,0.1191,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
202,202,SPTJG25G3156073,"[COOL] 스트레이트 진, (56)",49900,1.0,0.6024,0.0979,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
203,203,SPWRGA9A12S1090,[COMFORT] 심리스 후크타입 브,25900,0.9985,0.3252,0.0304,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
204,204,SPWPGA9KG699160,[키즈][5PACK] 여아 모달 컬러,25900,1.0,0.4007,0.0776,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
205,205,SPKWG24G0239090,"[COOL] 보트넥 루즈핏 니트, (",35900,0.999,0.5359,0.1011,0.3,0,0,0,43,87,35,0,6,0,1,13,0,0,,,
206,206,SPPPG25U0530090,[먼작귀] 먼가 작고 귀여운 여름 반,39900,0.9567,0.7224,0.0441,0.3,0,200,0,187,149,159,0,71,0,4,0,15,1,,,
207,207,SPJKG24W0219095,"스트랩 트위드 반팔 재킷, (19)B",79900,1.0,0.6245,0.1119,0.3,0,0,0,0,91,1,0,2,0,0,6,-1,0,,,
208,208,SPTJG25G51VI078,"[COOL] 롱 와이드 진, (VI)",49900,0.9985,0.5036,0.092,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
209,209,SPCKG24G0239090,"[COOL] 썸머 골지 카디건, (3",29900,0.9973,0.8582,0.045,0.3,0,9,-1,-1,123,103,0,7,1,0,21,3,0,,,
210,210,SPTJG25G51VI070,"[COOL] 롱 와이드 진, (VI)",49900,0.9562,0.4468,0.0989,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
211,211,SPPPG37U0340090,"[가나디] 프릴 민소매 파자마, S,",39900,0.9579,0.5178,0.2945,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
212,212,SPMTG26C0219090,"[COOL] 원턱 버뮤다 쇼츠, XL",29900,0.971,0.9044,0.0437,0.3,0,0,0,91,95,0,0,0,0,27,0,0,0,,,
213,213,SPCKG37G0126085,[COOL] 썸머 카디건 (SPCKG,29900,0.5396,0.2715,0.0961,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
214,214,SPMRGA9KU110130,"[키즈] [2PACK] 모달 탱크탑,",15900,0.7617,0.4071,0.0702,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
215,215,SPPPG37U0835100,"[호빵맨] 하프 팬츠 파자마, L,",29900,1.0,0.97,0.3075,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
216,216,SPRWG24G0103095,"헨리넥 반팔티, (03)Dark Na",25900,1.0008,0.9887,0.0526,0.3,0,0,0,5,88,0,0,0,0,0,64,3,0,,,
217,217,SPPPG25U1759095,"[개구리 중사 케로로] 반팔 파자마,",39900,1.0,0.9663,0.0812,0.3,0,43,0,14,0,0,0,0,0,0,0,0,0,,,
218,218,SPPPG37KU125100,[키즈] (캐치!티니핑6) 반팔 파자,39900,0.8743,0.4012,0.0642,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
219,219,SPPPG37U0340100,"[가나디] 프릴 민소매 파자마, L,",39900,0.9769,0.5512,0.3135,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
220,220,SPTJG25G5155073,"[COOL] 롱 와이드 진, (55)",49900,0.9767,0.376,0.0795,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
221,221,SPWRGA9A11S1085,[COMFORT] 심리스 컴포트 브라,19900,0.9259,0.5204,0.0365,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
222,222,SPYWG37W0110090,"시스루 셔츠, (10)White, M",39900,0.9197,0.8169,0.1008,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
223,223,SPTJG25G5159061,"[COOL] 롱 와이드 진, (59)",49900,1.0,0.761,0.1104,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
224,224,SPTJG25G5156078,"[COOL] 롱 와이드 진, (56)",49900,0.9969,0.6929,0.1213,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
225,225,SPMTG37G02AC070,"[에어비스코스] 골지 롱 와이드 팬,",29900,0.7422,0.5264,0.0333,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
226,226,SPRWG37G0119090,"[코튼스판] 캡소매 절개 반팔티, (",25900,0.9674,0.495,0.049,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
227,227,SPTCG25G1160065,"와이드 카고 팬츠 (나일론), (60",39900,0.9931,0.8951,0.0607,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
228,228,SPPPG25U0610105,"[가나디] 반팔 파자마, XL, (1",39900,0.9624,0.7406,0.0799,0.3,0,42,1,46,34,44,6,7,0,3,0,7,4,,,
229,229,SPYCG37C0160110,"오버핏 체크 셔츠, XXL, (60)",39900,0.9923,0.7215,0.0742,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
230,230,SPCKG24G0239085,"[COOL] 썸머 골지 카디건, (3",29900,0.9955,0.7549,0.0597,0.3,0,19,0,1,136,82,0,1,0,0,63,0,0,,,
231,231,SPTJG25G5159078,"[COOL] 롱 와이드 진, (59)",49900,0.9983,0.5863,0.129,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
232,232,SPPPG37U3130105,[개구리 중사 케로로] 반팔 파자마,39900,0.8445,0.5504,0.5294,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
233,233,SPRWG25G0119085,"[코튼스판] 세미 크롭 슬림 반팔티,",19900,0.9954,0.6676,0.0504,0.3,0,0,0,2,433,1,0,0,1,0,22,0,0,,,
234,234,SPTAG25W04AC070,"[COOL] 랩 플레어 와이드 슬랙,",49900,0.9682,0.4545,0.1008,0.3,0,20,0,0,104,12,0,0,0,0,3,0,0,,,
235,235,SPRLG37U4799100,[개구리 중사 케로로] 반팔 티셔츠,25900,0.8,0.7153,0.0806,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
236,236,SPCKG24G0285085,"[COOL] 썸머 골지 카디건, (8",29900,0.999,0.7039,0.0761,0.3,0,5,0,0,221,34,0,1,0,0,17,2,0,,,
237,237,SPMRGA9KU110160,"[키즈] [2PACK] 모달 탱크탑,",15900,0.8263,0.534,0.0748,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
238,238,SPTRGA9A2219105,"[6PACK] 남성 모달 드로즈, (",35900,1.0,0.418,0.0605,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
239,239,SPRPG37GY059085,"넘버링 오프숄더 반팔티, (59)Na",25900,0.9984,0.7816,0.1919,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
240,240,SPTJG25G3156070,"[COOL] 스트레이트 진, (56)",49900,0.9358,0.4747,0.1022,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
241,241,SPJJG25C0919095,[UV차단] 라이트 패커블 윈드브레이,39900,1.004,0.7127,0.0491,0.3,0,4,0,281,50,70,0,4,1,11,7,9,0,,,
241,241,SPJJG37G0230085,[ACTIVE] 라이트 시어 후드 크,39900,0.958,0.7273,0.1076,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
243,243,SPPPG25U0610095,"[가나디] 반팔 파자마, M, (10",39900,0.9793,0.8728,0.0371,0.3,0,1,0,64,40,131,3,17,0,16,2,21,9,,,
243,243,SPPPG37U3159105,[개구리 중사 케로로] 반팔 파자마,39900,0.7304,0.605,0.5768,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
245,245,SPPPG25U0151105,"[산리오캐릭터즈] 반팔 파자마, XL",39900,0.9822,0.722,0.0642,0.3,0,65,0,74,52,17,0,20,0,3,1,15,0,,,
246,246,SPPPG25KU451130,"[키즈] (포켓몬) 반짝이는 반팔,",39900,0.986,0.504,0.0424,0.3,0,53,44,8,0,137,0,17,5,0,0,36,1,,,
247,247,SPSMG24KU135160,[키즈][COOL] 스케이트보드 상하,39900,0.9706,0.6967,0.0692,0.3,0,79,51,3,0,68,6,3,12,0,0,35,0,,,
248,248,SPPPG23U0785070,[산리오캐릭터즈] 헬로키티 레오파드,29900,1.0014,0.994,0.0091,0.3,0,78,0,2,1,10,25,23,0,2,0,2,0,,,
249,249,SPRWG37G0119085,"[코튼스판] 캡소매 절개 반팔티, (",25900,0.9533,0.4217,0.0498,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
250,250,SPJJG37G0284090,[ACTIVE] 라이트 시어 후드 크,39900,0.9596,0.902,0.0371,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
251,251,SPJJG25G0130085,[UV차단] 라이트 후드 윈드브레이커,39900,0.996,0.8605,0.0305,0.3,0,28,0,44,98,19,0,6,0,0,14,7,0,,,
252,252,SPRLG37U2985095,"[마이페이브아카이브] 반팔 티셔츠,",25900,0.4007,0.1755,0.1755,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
253,253,SPCKG24G02AC085,"[COOL] 썸머 골지 카디건, (A",29900,0.9944,0.7625,0.072,0.3,0,0,0,1,69,7,0,3,2,0,106,1,0,,,
254,254,SPJJG25KU284140,"[키즈] 라이트 후드 윈드브레이커,",29900,0.9905,0.6288,0.0785,0.3,0,0,0,2,0,73,1,8,1,1,0,43,0,,,
255,255,SPRWG37G11AC095,"헨리넥 반팔티 (SPRWG24G01,",25900,0.7642,0.262,0.0968,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
256,256,SPCKG24G0141100,"[COOL] 썸머 카디건, (41)L",29900,0.9784,0.4989,0.1317,0.3,0,0,0,1,-5,0,0,0,0,0,23,0,0,,,
257,257,SPWRGA9A0210090,[COOLTECH] 여성 브라 캐미솔,19900,0.5804,0.1681,0.0338,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
258,258,SPTNG37G0157075,"여성 데님 버뮤다 쇼츠, (57)Da",39900,0.8954,0.4965,0.0628,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
259,259,SPPPG37U1230085,[마이페이브아카이브] 레오파드 슬립,39900,0.391,0.109,0.109,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
260,260,SPWPGA9KG699150,[키즈][5PACK] 여아 모달 컬러,25900,1.0,0.3148,0.0804,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
261,261,SPTJG25G51VI067,"[COOL] 롱 와이드 진, (VI)",49900,0.9459,0.448,0.0799,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
262,262,SPTCG24KU351150,"[키즈] 파라슈트 2-WAY 팬츠,",39900,1.0,0.5966,0.099,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
263,263,SPPPG25U0525100,[먼작귀] 먼가 작고 귀여운 여름 반,39900,0.9781,0.7535,0.0463,0.3,0,2,1,87,84,38,0,72,0,5,1,14,2,,,
264,264,SPJJG25C0919100,[UV차단] 라이트 패커블 윈드브레이,39900,1.0013,0.7274,0.0392,0.3,0,50,0,231,59,102,0,3,1,7,2,18,0,,,
265,265,SPPPG25KU351150,"[키즈] (망그러진곰) 망고미 반팔,",39900,0.9215,0.4005,0.0337,0.3,0,136,173,5,0,304,18,17,4,0,0,35,0,,,
266,266,SPPPG25U0284105,[짱구] 꿀잠 자는 짱구 반팔 파자마,39900,0.9397,0.6942,0.0678,0.3,0,27,0,78,19,224,9,18,0,2,2,17,3,,,
267,267,SPWRGA9A12S1085,[COMFORT] 심리스 후크타입 브,25900,0.9986,0.3208,0.0247,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
268,268,SPJJG25G0151100,[UV차단] 라이트 후드 윈드브레이커,39900,0.9971,0.858,0.0461,0.3,0,60,0,32,50,10,0,4,0,0,14,10,0,,,
269,269,SPPPG25KU431140,"[키즈] (포켓몬) 반짝이는 반, (",39900,0.9004,0.3961,0.0403,0.3,0,97,160,7,0,216,1,9,1,0,0,25,1,,,
270,270,SPPPG25U0335095,"[망그러진곰] 망고미 반팔 파자마,",39900,0.9507,0.5834,0.0554,0.3,0,261,0,207,150,243,32,25,0,2,1,11,0,,,
271,271,SPRLG37U2985100,"[마이페이브아카이브] 반팔 티셔츠,",25900,0.3987,0.1694,0.1694,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
272,272,SPPPG25KU476140,"[키즈] (포켓몬) 반짝이는 반, (",39900,0.9871,0.6091,0.0813,0.3,0,25,16,2,0,57,1,6,1,1,0,28,0,,,
273,273,SPPPG37U0151095,[산리오캐릭터즈] 트윙클 프릴 민소매,39900,0.928,0.3316,0.1851,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
273,273,SPTNG37G0155070,"여성 데님 버뮤다 쇼츠, (55)In",39900,0.7031,0.407,0.0471,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
275,275,SPTCG25G0110070,"[COOL] 와이드 코튼 팬츠, (1",49900,0.9975,0.8523,0.0795,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
276,276,SPPPG37U3130095,[개구리 중사 케로로] 반팔 파자마,39900,0.8882,0.3684,0.3421,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
277,277,SPRWG37G1210095,[코튼스판] 세미 크롭 슬림 반팔티,19900,0.5459,0.1706,0.0809,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
278,278,SPMTG24G0119075,"[프렌치테리] A라인 쇼츠, (19)",25900,0.999,0.8282,0.0698,0.3,0,1,0,10,70,41,0,0,0,7,8,1,0,,,
279,279,SPPPG37U3120100,[개구리 중사 케로로] 반팔 파자마,39900,0.8479,0.7961,0.7638,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
280,280,SPRWG37G11AC090,"헨리넥 반팔티 (SPRWG24G01,",25900,0.7981,0.2605,0.1107,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
281,281,SPRLG37U1420100,"[호빵맨] 반팔 티셔츠, L, (20",25900,1.0,0.6177,0.2659,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
282,282,SPRWG37G30AC095,"레이어드 셔링 반팔티 (SPRWG2,",25900,1.0,0.3348,0.269,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
283,283,SPTNG37G0117075,"여성 데님 버뮤다 쇼츠, (17)Da",39900,0.9996,0.6221,0.0788,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
284,284,SPRWG37G30AC090,"레이어드 셔링 반팔티 (SPRWG2,",25900,1.0,0.3012,0.2342,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
285,285,SPPPG37U0319095,"[가나디] 프릴 민소매 파자마, M,",39900,0.9007,0.3341,0.1743,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
286,286,SPRLG37U3620100,[산리오캐릭터즈] 반팔 티셔츠 (SP,25900,0.9094,0.5829,0.1652,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
287,287,SPPPG25U1740095,"[개구리 중사 케로로] 반팔 파자마,",39900,1.0,0.9936,0.0786,0.3,0,32,0,5,0,0,0,0,0,0,0,0,0,,,
288,288,SPJJG25C0919105,[UV차단] 라이트 패커블 윈드브레이,39900,1.0042,0.7452,0.0507,0.3,0,54,0,219,60,21,0,5,0,16,5,16,0,,,
289,289,SPRWG37G0119095,"[코튼스판] 캡소매 절개 반팔티, (",25900,0.9922,0.5385,0.0481,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
290,290,SPPPG25KU239150,"[키즈] (짱구) 꿀잠 반팔 파자마,",39900,0.9987,0.5383,0.0611,0.3,0,67,113,4,0,102,6,18,1,0,0,30,0,,,
291,291,SPSMG24KU135140,[키즈][COOL] 스케이트보드 상하,39900,1.2436,0.8635,0.0669,0.3,0,95,54,0,0,69,6,6,10,0,0,24,0,,,
292,292,SPRWG25G0664085,"스트라이프 레이어드 반팔티, (64)",25900,0.8718,0.5694,0.0788,0.3,0,8,0,4,266,3,0,4,0,0,12,0,0,,,
293,293,SPCKG24G01B6090,"[COOL] 썸머 카디건, (B6)S",29900,1.0,0.3505,0.1048,0.3,0,4,0,0,285,9,0,0,0,0,6,1,0,,,
294,294,SPPPG37KG125120,[키즈] (캐치!티니핑6) 반팔 원피,39900,0.952,0.5059,0.0505,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
295,295,SPTJG25G51VI073,"[COOL] 롱 와이드 진, (VI)",49900,0.956,0.4276,0.0714,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
296,296,SPYCG25C0659100,"롤업 반팔 체크 셔츠, L, (59)",39900,0.9992,0.8365,0.0829,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
297,297,SPRLG37U3019100,[마이페이브아카이브] 슬림핏 반팔 티,29900,0.3922,0.0686,0.0686,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
298,298,SPPPG37U0151100,[산리오캐릭터즈] 트윙클 프릴 민소매,39900,0.9167,0.4667,0.2333,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
298,298,SPPPG37U0340095,"[가나디] 프릴 민소매 파자마, M,",39900,0.9153,0.4625,0.2082,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
298,298,SPPPG37U3150100,[개구리 중사 케로로] 반팔 파자마,39900,0.8738,0.5194,0.5097,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
298,298,SPPPG37U3159090,[개구리 중사 케로로] 반팔 파자마,39900,0.8368,0.5774,0.5021,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
302,302,SPPPG25U1730095,"[개구리 중사 케로로] 반팔 파자마,",39900,1.0,0.9676,0.1165,0.3,0,13,0,21,0,0,0,0,0,0,0,0,0,,,
303,303,SPMTG24G01AC075,"[프렌치테리] A라인 쇼츠, (AC)",25900,0.9996,0.7316,0.0814,0.3,0,2,0,46,91,41,0,10,0,3,9,1,0,,,
304,304,SPRWG37G1210100,[코튼스판] 세미 크롭 슬림 반팔티,19900,0.5032,0.1496,0.046,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
305,305,SPJJG25C0910100,[UV차단] 라이트 패커블 윈드브레이,39900,0.9986,0.5908,0.0663,0.3,0,13,0,125,23,18,0,2,0,2,3,4,0,,,
306,306,SPJKG25W0119090,"벨티드 반팔 재킷, (19)Black",69900,0.6047,0.2606,0.039,0.3,0,20,0,21,106,26,0,2,0,0,8,3,0,,,
307,307,SPPPG37U0775090,"[호빵맨] 반팔 파자마, S, (75",39900,1.0,0.6447,0.304,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
308,308,SPPPG37U2750105,[포켓몬] 반팔 파자마 (SPPPG2,39900,0.6786,0.213,0.1786,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
309,309,SPPPG25KU284150,"[키즈] (짱구) 꿀잠 반팔 파자마,",39900,0.9897,0.5103,0.0466,0.3,0,136,173,1,0,227,4,10,3,2,0,37,0,,,
310,310,SPTJG25G5159067,"[COOL] 롱 와이드 진, (59)",49900,0.9989,0.7268,0.1283,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
311,311,SPPPG25U0750095,[다마고치] Y2K 패치워크 반팔 파,39900,0.9075,0.4896,0.0533,0.3,0,267,0,101,88,59,23,18,0,11,0,0,0,,,
312,312,SPPPG25KU359160,[키즈] (망그러진곰) 망고미 반팔,39900,0.9762,0.4696,0.0493,0.3,0,135,147,10,0,170,13,4,7,1,0,33,2,,,
313,313,SPYCG37C0160105,"오버핏 체크 셔츠, XL, (60)C",39900,0.9958,0.7383,0.0786,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
